sample_index,source_dataset,source_url,source_pdf,source_id,source_category,pdf_file,pdf_sha256,source_text_sha256,extracted_chars,sampling_seed
75,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BUSINESS-DEVELOPMENT/20633855.pdf,20633855,BUSINESS-DEVELOPMENT,pdfs/20633855.pdf,30e8f710a0b84c00b4a730b86f8bc027c78cf65848a49a1209a10184690069bb,b5c1bb7fb1de8204cca253e62f2936e699e72f101a86e97fe17e1771254ce185,4660,20260915
76,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DIGITAL-MEDIA/80679862.pdf,80679862,DIGITAL-MEDIA,pdfs/80679862.pdf,00c959cae16bf51e70353064fc3bee0c3b3ada77b4fc9f129e342e22b2eff074,39eb1e691354a2199a7009f2ebb25bb68a714bd0613b5ac4f2ce31102cd2d860,10311,20260915
77,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FINANCE/10549585.pdf,10549585,FINANCE,pdfs/10549585.pdf,75ec4dadaa99d5551e1f46563b74a38018c9d4633960fb0409b29169008d271d,058d744d4ff67eeecc21d0692a9215c991628be588a1d88f649713a55ff0ecc4,7194,20260915
78,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CHEF/12254068.pdf,12254068,CHEF,pdfs/12254068.pdf,3c6695b1cd4c5796d147ac20a37558ce6864b0f6f5c315a311342fef3303ebb2,0242f6cf46763554684515de8168e7ae9527a13990aa636778fb697cd50ece37,6871,20260915
79,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/SALES/54101961.pdf,54101961,SALES,pdfs/54101961.pdf,4e1e440b2b4bcd18a2b970ed4a3feb31bea4b4a9559bc0d6dd4a965095b6056c,505968c31edc5e0aaa6d1c13efcf15f29510444474c661a476fb1af8f18c1e0a,2314,20260915
80,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FINANCE/74512244.pdf,74512244,FINANCE,pdfs/74512244.pdf,e992d7944592adca44a329fe7380991792e23b458dbb5dcdd6e7f8009e7dadbb,50a26780386543afef6f64726eac272e47a0b3eeb7d4aef4e49f39ac1e599f2a,6268,20260915
81,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FINANCE/14181049.pdf,14181049,FINANCE,pdfs/14181049.pdf,5c46c5be4ad5c5af5ca2232d9dd77613d012edb93c536399363e39ea62ffe714,a2b6a757a56f62caa5cc83711587b03b7bc7177bf1884130223cec22474eb754,9843,20260915
82,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ENGINEERING/49127329.pdf,49127329,ENGINEERING,pdfs/49127329.pdf,38a16628ee74b59f267ea01b6436e62cc2dfa690de3b1356c3382a05b33e0f22,6c0b13f37357a0e0346294726193db34321763754a823776972468fd82c7abf2,9571,20260915
83,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DIGITAL-MEDIA/17432318.pdf,17432318,DIGITAL-MEDIA,pdfs/17432318.pdf,f27694679ec183fcbb59da04d8663f17cf494eaece038d0efc3ceec911dd2efd,6be82c4cfa4696d3d4d4481b7f560ee14c6678bbdf475aa4569b6911a284caa6,4466,20260915
84,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/APPAREL/29640922.pdf,29640922,APPAREL,pdfs/29640922.pdf,54948b17e9275c21f3d0efb37b402b0b0e54c81180094396f2cad5dba2c26062,c6ca8a20a487a92bdd7c4cfa9177ef77f8a21660515c7b42d7a8c60153646401,7693,20260915
85,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BUSINESS-DEVELOPMENT/17095812.pdf,17095812,BUSINESS-DEVELOPMENT,pdfs/17095812.pdf,b0e88b5c916a2cfa6ee45f76cb4fabb35b3fbfb10482b9ed78d4f5c94a6ad5bf,d0834fa1f8489d31d51b714d76d2a219161120721a82da64321a33810e013efe,7576,20260915
86,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/PUBLIC-RELATIONS/93828034.pdf,93828034,PUBLIC-RELATIONS,pdfs/93828034.pdf,f716dd66660679313f8f6d3e18e790e8c6f78204563ea8a9d4cda8c2e76382e5,bd1ac9ba30573c1c794968a46959870e02bd2232bef75461eb75d009b75ab571,5604,20260915
87,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/INFORMATION-TECHNOLOGY/10641230.pdf,10641230,INFORMATION-TECHNOLOGY,pdfs/10641230.pdf,6757bf159c8805e9c9aebe7013f8ecd0b1f53826d0cb612cbadde4acadc43c9e,0ffc218434a03d82811f938ade11ed1df3a479e4a9acdd513ce7b428578c0420,5446,20260915
88,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSULTANT/43311839.pdf,43311839,CONSULTANT,pdfs/43311839.pdf,ad5e81dd94482113b70294fac8b008e0fe7c95f5f6da126473ea840763aa8c04,5b7c1cf327bc0a60d5b973a794d5dfc62181178bd6d7791eba54f2fb10ab505b,12614,20260915
89,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/APPAREL/11677077.pdf,11677077,APPAREL,pdfs/11677077.pdf,496b9e8106a36c3eef8414d3d6ba27443d86f240941593e4cef98a22c3aa1bea,a097bab27f9114cbcace3c7d6e5950e2e15d4d3016026374c7ff4fbcb3692ebf,8761,20260915
90,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ARTS/12334650.pdf,12334650,ARTS,pdfs/12334650.pdf,22eea151eba1ba8ab3e7b4783ca28176609076d8728b10b35eafae94f603f2af,a7ab5937b3dc7c19c5297a6d729fc4846417cfbfa06aab873a39942b5464b3ca,9133,20260915
91,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ADVOCATE/21614256.pdf,21614256,ADVOCATE,pdfs/21614256.pdf,0b95b62d7c125793f9b506e540593959dbe051ab82e792feaadb486c49f5ea3a,922dc7801e7a9c32ae3b5a84e1ba3125a66a03c7f3f5941f08436bb4dd783633,6030,20260915
92,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BANKING/18172739.pdf,18172739,BANKING,pdfs/18172739.pdf,633c420ebf011dc45b7cadaab73f2db9b2a5ee29abdcb79a23446c70d6a34e58,e8395ded3599e5078db3532bb38ec47ab0cab3861c336806e77df689b5648e3f,3672,20260915
93,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DIGITAL-MEDIA/14771530.pdf,14771530,DIGITAL-MEDIA,pdfs/14771530.pdf,9c25a7178746d311c17204e36a17ba4bba0cfb3d3b05b8bb3798c922644ba9aa,cca6e079ad85e8476ea4d60cc73c209c02660cb9f3f13e3b3e2036f85190b372,2768,20260915
94,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/HR/29149998.pdf,29149998,HR,pdfs/29149998.pdf,6a4e34010aa590c235158ac4214320733cbb2db224023f792405e036e4672752,560ac872653fb05ede14eccddff3ecef1051db91031b9e0da69dfabcb4049a26,5463,20260915
95,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSULTANT/29076405.pdf,29076405,CONSULTANT,pdfs/29076405.pdf,6ec376ee3bbc9b036926096f8a8ddc51009eb007e84ded11c74aaf9ce4bab5e6,d2fb390a09fbb77d8bc9a27244c3371afb9dddb021e83108cedf766db3a4ea63,7962,20260915
96,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ACCOUNTANT/28969385.pdf,28969385,ACCOUNTANT,pdfs/28969385.pdf,933e53aa2f948eb18b13e4ae5f2434fa7fb040cb48db7254ca9e6f0ff9c92ad5,402fbc2777a33c1bfb9c98dd3f9ae017226f69f4411b5edc1d2bd96ecfeebf0a,6421,20260915
97,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AVIATION/27512470.pdf,27512470,AVIATION,pdfs/27512470.pdf,d8bac3e05e156296dc7c02dffe8c8b4cd079312873a586fb7605c8edda68bf8e,96e68c50f1d33d3db01f1fc22e3250e62ee131677feb5d060b2cb3cc403117fd,6265,20260915
98,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/HEALTHCARE/39082090.pdf,39082090,HEALTHCARE,pdfs/39082090.pdf,9018b9c7a14400c73c27480cd7fc53ed8c421858e0e3b2a74f7df93a717e7d2f,68ae4d8ab3b0a2d6720223b69250f6913f1cf0024711a358addffa6128e49b52,6092,20260915
99,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ACCOUNTANT/21031285.pdf,21031285,ACCOUNTANT,pdfs/21031285.pdf,c62b780061c4ea6e6ecf3d1284c81caec46a154c8f3ac6b55314223b7d7a3642,c3bf5cd5f6376eb8097eeff39d3504b2117785300aaaba4c9a680e3fb60cf00b,5968,20260915
100,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ADVOCATE/24946537.pdf,24946537,ADVOCATE,pdfs/24946537.pdf,695bee8cea6508a9e2ad6dcebda0046cb7adbea3777872db753cffe6d69911b2,d560b5a24e2a48515248ad8284566a31a56801e409008be64a6176123124dceb,12669,20260915
101,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CHEF/24673903.pdf,24673903,CHEF,pdfs/24673903.pdf,f9c34b9febb3b60985184041a649d30dda3d0a1ee386bcc42425570f5ee8b9e4,593b9ff0bf3e1ec15d18463496e1ccc534084b7384b5a41da73119ec5e4789f5,1876,20260915
102,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ADVOCATE/38059130.pdf,38059130,ADVOCATE,pdfs/38059130.pdf,0136cad6d6e460c1f8bcf076406de6c450fe9e76e2176f12e226cb78d9997f92,cbeecae1f2212683eb0e38a8501ac381a4456aec33591adae06eb3d8a58d38ee,7331,20260915
103,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FINANCE/72136463.pdf,72136463,FINANCE,pdfs/72136463.pdf,984c0154791a798492c2eec7793688969da085773943449ede4c8c349042a39e,f1af3667b1db87c78adbc4534f30ed7122b74820fec30331dac392183de9942f,9150,20260915
104,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FITNESS/17431847.pdf,17431847,FITNESS,pdfs/17431847.pdf,ad56cc477d481608883222d2b310965fc4c2e2b37c22b3259ac1f9ab69edcab0,3ef08628b5096f85af24271f6cedc686dfdeea37f66f6e6e5fed8388883180aa,5267,20260915
105,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/PUBLIC-RELATIONS/18436190.pdf,18436190,PUBLIC-RELATIONS,pdfs/18436190.pdf,403eb79de896d6a317004dc236b3f5b0fd3d926d8511cfb738eefa375ba4bf15,3b18343e7f512e5f519cb7e698fbd149761fe584861b3946c8ae4259b090b6c4,5292,20260915
106,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/HEALTHCARE/32219038.pdf,32219038,HEALTHCARE,pdfs/32219038.pdf,8dff50e226d56576a2a2931ae5d164afa7a4ddcb0a9449ced62c956cde9ad3a8,61beee23c1c0bb55103a9635c8e8e791e8e20033ba1085af2e6956749191a9af,5460,20260915
107,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/28756444.pdf,28756444,CONSTRUCTION,pdfs/28756444.pdf,52e28609ba37c66096a0fad61268930ebc05334d420c7c875bf6bbdcafb6d5e9,d653a7d88b0b455f19ff412ff35e9b838b21f2ddfc40ea402bc980fd70e261c0,9038,20260915
108,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DESIGNER/19164410.pdf,19164410,DESIGNER,pdfs/19164410.pdf,f485cdea017f164a7073e751becc8290645a09e38d03c4072bd462f5ee0a756d,00c79999352d414556c4170ab2952157577fd9e33d16c4a06218d288b0bc3247,5687,20260915
109,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSULTANT/88691367.pdf,88691367,CONSULTANT,pdfs/88691367.pdf,f5c6f9331ff1afce843e4a1828475c0fcc3baef43ef69ce4e126b02f617d77f5,a8c183944c44f11908f1e3c9fa7ff0fa03301f91083a0788ed6ffd69f280675c,5125,20260915
110,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AGRICULTURE/23631188.pdf,23631188,AGRICULTURE,pdfs/23631188.pdf,0555dd4aa607f0cb7a419ec0bc8e3a0d439c800c9f779bd94cf1b904fa10f629,c9a00ad3e3878871a54e7f31050c02a31a8f0791b7b14dc3d83b133e7be1790c,8889,20260915
111,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DESIGNER/67645662.pdf,67645662,DESIGNER,pdfs/67645662.pdf,b89ef11155011014e21f8efe17c2e933efa42e47f8e2c563a5d3083d21f8ca22,dbd38694e5685e0a5308c15faeb89b9717b042bfffbd78e7d51b1146dc557719,10009,20260915
112,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FINANCE/24411323.pdf,24411323,FINANCE,pdfs/24411323.pdf,5256006dcc048bc5d58b6529809fd8c46018c851f3501a11fbacb023c6350228,3c8ce85b48ebdbd34514c9ba8b77417690ead69c7723a3387864930c60bbd902,3557,20260915
113,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/14585273.pdf,14585273,CONSTRUCTION,pdfs/14585273.pdf,cffb931ae48ffa615cd102bbaf6ac30125ec8cc42250733d21af04f8e35c4ead,0786b7f66256bd55e2125c6d90adcbeeaa41249234a79ac0cfdaddfeded8be67,6266,20260915
114,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FITNESS/11130200.pdf,11130200,FITNESS,pdfs/11130200.pdf,b920fb2ce75892229372a1c93f5b00ff895639f0050fa282face483f3a55cbed,92092a2b2eaaf87ad0f2a17467d525a4bd0d21cd94a7158d2abe8b34b99c9cd8,5657,20260915
115,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BUSINESS-DEVELOPMENT/24964303.pdf,24964303,BUSINESS-DEVELOPMENT,pdfs/24964303.pdf,d743d77736325048739caefbd1a8e50f545f757b96b6ab79d193b11ec51de92b,da5d16f49094f358a4c63e3952fb8cd612056b3fce80c7637676dbe39750db6a,5808,20260915
116,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DIGITAL-MEDIA/25723793.pdf,25723793,DIGITAL-MEDIA,pdfs/25723793.pdf,c6301de749899cda6b497c5cbb1e31604fb313707c4defbddc5f6f0e938b9602,868e105b792d9c5c4bba7da6c24bda3c03d3fa8d85cc99e45c79533ffa0471e6,5400,20260915
117,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AVIATION/12192507.pdf,12192507,AVIATION,pdfs/12192507.pdf,b90b597a38c3c2db41ad7067d81b5f355c963aa5797bfdaf8af9c1b60cd00ac4,24a8033185730e5c9e8b44587611608027472737f689d41bfe89071c8c370964,2236,20260915
118,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSULTANT/21512769.pdf,21512769,CONSULTANT,pdfs/21512769.pdf,0637edd957af52481c2f9db54a0a1222faf52deea514f7094c5cb9f5f9b6080d,3b9d4c5570e1cd2f5afa5b723e4bf2525efb647a448e723de939dc2858c4b3e9,4989,20260915
119,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/PUBLIC-RELATIONS/21549195.pdf,21549195,PUBLIC-RELATIONS,pdfs/21549195.pdf,5e2de569201e0484b1b27c14a5411bb33cfd88a2b052d50d37c93429e98bf725,9b65151cd9c17e394f70d81090dc4659b7720db4ee5784707f82dc30c63b8c7b,7230,20260915
120,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/SALES/37735467.pdf,37735467,SALES,pdfs/37735467.pdf,13057b643770163d0ac10814bbfadab0c1df5ab4a5f63389812ca26da450c074,7cd343b6361553b166fb266ec85661726971ec4fe0a6f11247b087c2a1e99bf2,5644,20260915
121,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FINANCE/62850928.pdf,62850928,FINANCE,pdfs/62850928.pdf,da390d0e2811d0f0c74cecacb291eff506a0a9263ac38f6666108f05f5cbdba8,fe6ce725799e402e3f2d98923a803c7b680e7c8e34390da2cbdb44dd10704ef5,5681,20260915
122,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DESIGNER/39252859.pdf,39252859,DESIGNER,pdfs/39252859.pdf,b9f4f2f44561e977c9c264b95bfd37f252b7b37fc64101cf5f75efc23e95dbda,ad4923ae8b6a1f04ec1fff1df7ef9f2ac723065b83b4957dae99919751104eb1,5509,20260915
123,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/TEACHER/28772892.pdf,28772892,TEACHER,pdfs/28772892.pdf,2a3f6157081d0b51547aaff02fdc068a6d088c59bf2bc4795511ba1632f413ef,6bbb160fa2d29a72cffc1010e54b6bea4898c747e1268680167abd6b3b2502b5,7302,20260915
124,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BANKING/19374660.pdf,19374660,BANKING,pdfs/19374660.pdf,3ed5690255c652b3a3e37b4cf1ee9cdec807c236ae291a820c82db6ec6b2dc96,92ebbdebb352b87990c99a97e1c2d9e9d4790dac9a90b3eef9fa60c0be1ab5c0,4785,20260915
125,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSULTANT/21156767.pdf,21156767,CONSULTANT,pdfs/21156767.pdf,dfe410105b1bf38a170e17ab6dc248d1d2dc4b2d52ec88a35644662375f14d63,9d324a39065613b98fcc74516c63159642052b340d8cfa3014b421c171e17c74,5570,20260915
126,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ADVOCATE/23804341.pdf,23804341,ADVOCATE,pdfs/23804341.pdf,b61e4cd33870fa73f3b5e418a1fb6210377d27f1f3e400691b50c8963e81fe37,5138efe9cf92f7c42412bc33df7b684d2aa45b0d83d1806176c8cbd5db4716cc,4887,20260915
127,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/TEACHER/19918523.pdf,19918523,TEACHER,pdfs/19918523.pdf,e18d4146f9064f44c633bb9f2e8e2616867f2be25cac7edc830471b5b36d7ac0,55a26f95e531527305b07bd12ecf5beecf1a904776ac017a3fdc61e8e0b88d00,3162,20260915
128,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/DESIGNER/44185767.pdf,44185767,DESIGNER,pdfs/44185767.pdf,942edea5bdc1766746c829f831194dd6587b86fd5157b51da45ef0398d0be5cc,452f19a518823e194c76b17e2992c23c64b7fbe193e18c27d146a861a53ddb13,9234,20260915
129,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BUSINESS-DEVELOPMENT/15233524.pdf,15233524,BUSINESS-DEVELOPMENT,pdfs/15233524.pdf,ce70f6cdad7ccd38124268aaa986891e0992c388fa3f1cdbb297dbfce911e733,f2fe967c38657728ccb3794e7df88405cff8a0d4b18048d9283146d89e766074,5877,20260915
130,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/TEACHER/25588694.pdf,25588694,TEACHER,pdfs/25588694.pdf,c115494ed7cb1223dccff25e1a9928292ec722286b77fc18a7504a7763546513,70d3cf76f1382732c8690c28365bd849d0e3ea8d280c040587b6dacaea7238a1,3511,20260915
131,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSULTANT/48533663.pdf,48533663,CONSULTANT,pdfs/48533663.pdf,74bef75552501dec6190dc35d56a18f797d49034e7651a4daf4c3230929573d5,a1b02c1e64b1bf272f668123b2d03fda3687a89f98971b6afe1517fe713ed670,6953,20260915
132,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BUSINESS-DEVELOPMENT/22423839.pdf,22423839,BUSINESS-DEVELOPMENT,pdfs/22423839.pdf,52f8181de3a824f69a7d2bd2a5e436a2d5a395df301726f1a5bbfd7b4ffa8885,175fcdea1ef911a2bf07fdbca5b18902b7d26222519113553e13bb0e1a74da79,4361,20260915
133,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/AGRICULTURE/69360287.pdf,69360287,AGRICULTURE,pdfs/69360287.pdf,8c41e603864a3553f60e2930837598757c22e1a3cd9898d5ff3f5b31e4e15e12,e7df80276af5067bd6a87d68d13789c280c8668d594bfcf03df801723194bf23,8269,20260915
134,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/HR/73077810.pdf,73077810,HR,pdfs/73077810.pdf,9a0752edd8f34ae61cb29a718ebb225b7f318a8cfc90acda4f0389ad366ef5df,57c77664613334ab33d807afde1cf0294db030edc93df5f33392b8e50b275a94,5251,20260915
135,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/HEALTHCARE/56520872.pdf,56520872,HEALTHCARE,pdfs/56520872.pdf,05d02c292b63d2f6d4ad3455c41d339960708431238008340eedff5d2fe990e1,5fe5719b495b575300025aff215333c57d33bcdad86463b025294086c4b9456c,6104,20260915
136,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ADVOCATE/37348041.pdf,37348041,ADVOCATE,pdfs/37348041.pdf,6381c3da97422cb781e908f9ff7da627a31db051cc9d9b7e2a891ff9227a82f6,7ffdb5ba96c8d6d7df7072f097068da79c4020a9d5575d7a2791b0d5192048e9,5261,20260915
137,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/PUBLIC-RELATIONS/98086373.pdf,98086373,PUBLIC-RELATIONS,pdfs/98086373.pdf,28d0932c1f982b26f5c02dcbea2d4dcee2de2c7f4805455fcaf718afd311df0a,d0d34a0b093108675ee645480b0109718c4a9cafbf4eda0049ba5d1288056c1a,5682,20260915
138,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/SALES/18885231.pdf,18885231,SALES,pdfs/18885231.pdf,0a6d327034b2bc385862399ab38ee9b32fc7296d97fdd6f085acdc9048709d75,8f246a0d377cfc177f2c60618c5286304c404071b8eaaf962885104a9b5797bb,1928,20260915
139,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ARTS/12777487.pdf,12777487,ARTS,pdfs/12777487.pdf,b65aa28abe8472fbe5c04cf7daf6f212944fc924468a7e24a48dcf4f2a14b1d4,18af61f03ce27a4f23bbda6723b6810ba47ce0adb9ce54e01c44cf8ddaf27786,6182,20260915
140,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ADVOCATE/19518606.pdf,19518606,ADVOCATE,pdfs/19518606.pdf,96e0768a95cb1ba33aeb1ac8e0c76bc862572e23b6bd89122d45fd6244474017,ea7d22d62dcd37e698777ea8e490c4f9e3db9433f99317235ff3d5c1ef62e2cf,5599,20260915
141,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/FITNESS/35164503.pdf,35164503,FITNESS,pdfs/35164503.pdf,4a0aa8862ce08ed729285c63f21d9af4abc67231c09c4815f0dfcda9c6b48867,d4635c8369c423b03e70b3dd21c57f91bb71aae555ece0a81e866bd3852805dd,6354,20260915
142,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/27835351.pdf,27835351,CONSTRUCTION,pdfs/27835351.pdf,ba75e02c5ae89d9230623f7539063fd6f15ec6a2268d8f803891a6f1fff850a4,4265e50f02f693028f23d42aa319bd4e01ad3a18b38c6b1c95ee7bb9fdbca8aa,6916,20260915
143,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/BUSINESS-DEVELOPMENT/61677751.pdf,61677751,BUSINESS-DEVELOPMENT,pdfs/61677751.pdf,7417062a4220119980eef2482e8f28b085a7c6b8cae53696cf12452bd4b964f8,6fd64985bdebbcad1cd4ee9dc4c582f518ac3ce271353e2edadc86477344f666,5463,20260915
144,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/26509539.pdf,26509539,CONSTRUCTION,pdfs/26509539.pdf,e5a86aca5047a3a3fb477bbbe047b9950197942be87be1d025a6c5253c5a0155,835e9e794d87006c2c108e113c0cf8beb1d536557f7cfc1f23a8f23daf4f37cc,5976,20260915
145,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/HEALTHCARE/16356151.pdf,16356151,HEALTHCARE,pdfs/16356151.pdf,931b3c17b6e0ae3b2d9f6433421ae926a12a5ab8a46b418e9b2ffb8709da5385,6a5252b38bcd3c8fdfdc45198e56e39f3d078cb7fbb5ebe59f2880a04e5e5fef,10196,20260915
146,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/ADVOCATE/28635795.pdf,28635795,ADVOCATE,pdfs/28635795.pdf,72c708a4c3d608904f4f65e94e6399b539efb6bd01abd6478e00b889730db456,fd988fc87b6e263f0b8fe93f1f8455815a8a9628be55c6dd5c9cd2181fbc153a,5923,20260915
147,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/CONSTRUCTION/28942221.pdf,28942221,CONSTRUCTION,pdfs/28942221.pdf,3a63ede67303f298605dc9beb9070bfc065a2ac23f97bc08abf7416e6a2801b7,521ba0c92829e01f6cab9a8f5bed45a80cd6fe270e3525b264ebda9615ce49c3,5561,20260915
148,snehaanbhawal/resume-dataset,https://www.kaggle.com/datasets/snehaanbhawal/resume-dataset,data/data/PUBLIC-RELATIONS/24559558.pdf,24559558,PUBLIC-RELATIONS,pdfs/24559558.pdf,1c84e19a2d4a40b4837188a671609afe4d7771dfd90281141b57a6bebba7c7ac,1fc7e17000c834ac0924bdebac93419cc12a84eb5a7b8f92b7a0508bd95ef235,6405,20260915
