pair_id,jd_id,job_title,job_url,job_text_sha256,fit_group,baseline_fit_score,baseline_decision,source_id,source_category,archive_entry,clean_pdf,clean_pdf_sha256,clean_extracted_text,baseline_result,source_pages,lexical_rank
jd_06_r05,jd_06,Sales Development Representative,https://stripe.com/jobs/search?gh_jid=6570253,4ce3b5c0999991e23ff6252b6be1218844d7595d2a7052c2193d11bc7cadf8b1,likely_fit,75,pass,34131484,SALES,data/data/SALES/34131484.pdf,clean_pdfs/jd_06/jd_06_r05_34131484.pdf,766defc1e3864d98df9c9f01cd4b9fb30aa79cf349714133c544b69f4faa63d0,candidate_text/34131484.txt,candidate_screening/jd_06_34131484.json,1,7
jd_06_r06,jd_06,Sales Development Representative,https://stripe.com/jobs/search?gh_jid=6570253,4ce3b5c0999991e23ff6252b6be1218844d7595d2a7052c2193d11bc7cadf8b1,likely_nonfit,65,fail,15918496,SALES,data/data/SALES/15918496.pdf,clean_pdfs/jd_06/jd_06_r06_15918496.pdf,35171d36d4b1ce6871d8ef2b017d6562e6020d8cd7b60b893d62a0681a73b011,candidate_text/15918496.txt,candidate_screening/jd_06_15918496.json,2,2
jd_06_r07,jd_06,Sales Development Representative,https://stripe.com/jobs/search?gh_jid=6570253,4ce3b5c0999991e23ff6252b6be1218844d7595d2a7052c2193d11bc7cadf8b1,likely_nonfit,65,fail,47067533,BUSINESS-DEVELOPMENT,data/data/BUSINESS-DEVELOPMENT/47067533.pdf,clean_pdfs/jd_06/jd_06_r07_47067533.pdf,24f2240e0d111053dfa8e0302b8b0da3d4e720890d69e3fd1409a54ffba3d814,candidate_text/47067533.txt,candidate_screening/jd_06_47067533.json,2,5
jd_06_r08,jd_06,Sales Development Representative,https://stripe.com/jobs/search?gh_jid=6570253,4ce3b5c0999991e23ff6252b6be1218844d7595d2a7052c2193d11bc7cadf8b1,likely_nonfit,65,fail,25813953,BUSINESS-DEVELOPMENT,data/data/BUSINESS-DEVELOPMENT/25813953.pdf,clean_pdfs/jd_06/jd_06_r08_25813953.pdf,9a5185bea16fdd64654b31d6a379651ff4e0b2a4c0051177dcb42c34fe9f2317,candidate_text/25813953.txt,candidate_screening/jd_06_25813953.json,1,9
jd_06_r09,jd_06,Sales Development Representative,https://stripe.com/jobs/search?gh_jid=6570253,4ce3b5c0999991e23ff6252b6be1218844d7595d2a7052c2193d11bc7cadf8b1,likely_nonfit,65,fail,36170003,BUSINESS-DEVELOPMENT,data/data/BUSINESS-DEVELOPMENT/36170003.pdf,clean_pdfs/jd_06/jd_06_r09_36170003.pdf,81faacfd60b5de79c48f80bf5f285d5eb081b0983190c26d7084bac07b24afb0,candidate_text/36170003.txt,candidate_screening/jd_06_36170003.json,2,11
jd_06_r10,jd_06,Sales Development Representative,https://stripe.com/jobs/search?gh_jid=6570253,4ce3b5c0999991e23ff6252b6be1218844d7595d2a7052c2193d11bc7cadf8b1,likely_nonfit,45,fail,59422148,SALES,data/data/SALES/59422148.pdf,clean_pdfs/jd_06/jd_06_r10_59422148.pdf,e18185170f494552940a1a9895136eae49e91d337feda2a9585e901510da1ab3,candidate_text/59422148.txt,candidate_screening/jd_06_59422148.json,2,14
jd_07_r01,jd_07,Corporate Accounting Manager,https://stripe.com/jobs/search?gh_jid=8165278,4f190ebf06bf907086b2163f285d56671f54d9c6d76c0a4db8ba5c360678193a,likely_fit,85,pass,95792386,CONSULTANT,data/data/CONSULTANT/95792386.pdf,clean_pdfs/jd_07/jd_07_r01_95792386.pdf,39fd458ace487c95a33298363e534e44482628aebc20e2e79423b79b9f7b887e,candidate_text/95792386.txt,candidate_screening/jd_07_95792386.json,2,3
jd_07_r02,jd_07,Corporate Accounting Manager,https://stripe.com/jobs/search?gh_jid=8165278,4f190ebf06bf907086b2163f285d56671f54d9c6d76c0a4db8ba5c360678193a,likely_fit,85,pass,87635012,ACCOUNTANT,data/data/ACCOUNTANT/87635012.pdf,clean_pdfs/jd_07/jd_07_r02_87635012.pdf,2a357b420f305e77786f900542f538b1fb64eab63da4029a3629cea41d0e746a,candidate_text/87635012.txt,candidate_screening/jd_07_87635012.json,2,5
jd_07_r03,jd_07,Corporate Accounting Manager,https://stripe.com/jobs/search?gh_jid=8165278,4f190ebf06bf907086b2163f285d56671f54d9c6d76c0a4db8ba5c360678193a,likely_fit,78,pass,14722634,FINANCE,data/data/FINANCE/14722634.pdf,clean_pdfs/jd_07/jd_07_r03_14722634.pdf,b8905cf3c54d4c47ffea5829b1f0155809c029b6107c75074ac9b614cd613b76,candidate_text/14722634.txt,candidate_screening/jd_07_14722634.json,2,1
jd_07_r04,jd_07,Corporate Accounting Manager,https://stripe.com/jobs/search?gh_jid=8165278,4f190ebf06bf907086b2163f285d56671f54d9c6d76c0a4db8ba5c360678193a,likely_fit,78,pass,26767199,FINANCE,data/data/FINANCE/26767199.pdf,clean_pdfs/jd_07/jd_07_r04_26767199.pdf,abf148c63a6be5e65273d8fb3163bfd289d967a15d0d104225a2b179664ea089,candidate_text/26767199.txt,candidate_screening/jd_07_26767199.json,2,9
jd_07_r05,jd_07,Corporate Accounting Manager,https://stripe.com/jobs/search?gh_jid=8165278,4f190ebf06bf907086b2163f285d56671f54d9c6d76c0a4db8ba5c360678193a,likely_fit,75,pass,15011085,FINANCE,data/data/FINANCE/15011085.pdf,clean_pdfs/jd_07/jd_07_r05_15011085.pdf,051fcc43f1ac11f52dd895f0772ce03d103db6a54285b976a207496aead4e31c,candidate_text/15011085.txt,candidate_screening/jd_07_15011085.json,4,2
jd_07_r06,jd_07,Corporate Accounting Manager,https://stripe.com/jobs/search?gh_jid=8165278,4f190ebf06bf907086b2163f285d56671f54d9c6d76c0a4db8ba5c360678193a,likely_nonfit,65,fail,38946032,CONSTRUCTION,data/data/CONSTRUCTION/38946032.pdf,clean_pdfs/jd_07/jd_07_r06_38946032.pdf,c60b92462843e901afa4d7f75492dc8dc9b387a0bc0a879fcdf9222cc90a785b,candidate_text/38946032.txt,candidate_screening/jd_07_38946032.json,2,6
jd_07_r07,jd_07,Corporate Accounting Manager,https://stripe.com/jobs/search?gh_jid=8165278,4f190ebf06bf907086b2163f285d56671f54d9c6d76c0a4db8ba5c360678193a,likely_nonfit,65,fail,18636651,FINANCE,data/data/FINANCE/18636651.pdf,clean_pdfs/jd_07/jd_07_r07_18636651.pdf,ec384979e9b453adafcc25d32a620a6848c965db65c343141e12318299707a1c,candidate_text/18636651.txt,candidate_screening/jd_07_18636651.json,2,8
jd_07_r08,jd_07,Corporate Accounting Manager,https://stripe.com/jobs/search?gh_jid=8165278,4f190ebf06bf907086b2163f285d56671f54d9c6d76c0a4db8ba5c360678193a,likely_nonfit,65,fail,27914096,FINANCE,data/data/FINANCE/27914096.pdf,clean_pdfs/jd_07/jd_07_r08_27914096.pdf,4692fc1f2c6d53db44cffe0fc64b0de41baaa1ae086299d7589cb523b963bfe6,candidate_text/27914096.txt,candidate_screening/jd_07_27914096.json,2,10
jd_07_r09,jd_07,Corporate Accounting Manager,https://stripe.com/jobs/search?gh_jid=8165278,4f190ebf06bf907086b2163f285d56671f54d9c6d76c0a4db8ba5c360678193a,likely_nonfit,65,fail,25862026,ACCOUNTANT,data/data/ACCOUNTANT/25862026.pdf,clean_pdfs/jd_07/jd_07_r09_25862026.pdf,3278f26c4dc4b90e0515060bc9b091ba5a287d955a1acbfce8c2a4ee4cbce2b6,candidate_text/25862026.txt,candidate_screening/jd_07_25862026.json,1,13
jd_07_r10,jd_07,Corporate Accounting Manager,https://stripe.com/jobs/search?gh_jid=8165278,4f190ebf06bf907086b2163f285d56671f54d9c6d76c0a4db8ba5c360678193a,likely_nonfit,65,fail,38907798,FINANCE,data/data/FINANCE/38907798.pdf,clean_pdfs/jd_07/jd_07_r10_38907798.pdf,aa125944a26bc40c952d47325eecfe1c8dfe0afa8b178db59459b3d73c225be0,candidate_text/38907798.txt,candidate_screening/jd_07_38907798.json,2,14
jd_08_r01,jd_08,Finance and Strategy Specialist,https://stripe.com/jobs/search?gh_jid=7597613,35c2bae1f436726b21cd7e4ee0f81a145e12767fba1dc127da0b6a6c53c07140,likely_fit,85,pass,98513424,FINANCE,data/data/FINANCE/98513424.pdf,clean_pdfs/jd_08/jd_08_r01_98513424.pdf,3c67e80c2b1ba84ca8f921c20fd5b70930473205552debae4e123a0220930892,candidate_text/98513424.txt,candidate_screening/jd_08_98513424.json,2,17
jd_08_r02,jd_08,Finance and Strategy Specialist,https://stripe.com/jobs/search?gh_jid=7597613,35c2bae1f436726b21cd7e4ee0f81a145e12767fba1dc127da0b6a6c53c07140,likely_fit,78,pass,34758680,BANKING,data/data/BANKING/34758680.pdf,clean_pdfs/jd_08/jd_08_r02_34758680.pdf,4cc32ba4140dfbd7c52304f5c62bfcedf85e92c44301da90e8f8fb28dc14d27e,candidate_text/34758680.txt,candidate_screening/jd_08_34758680.json,2,33
jd_08_r03,jd_08,Finance and Strategy Specialist,https://stripe.com/jobs/search?gh_jid=7597613,35c2bae1f436726b21cd7e4ee0f81a145e12767fba1dc127da0b6a6c53c07140,likely_fit,75,pass,15011085,FINANCE,data/data/FINANCE/15011085.pdf,clean_pdfs/jd_08/jd_08_r03_15011085.pdf,051fcc43f1ac11f52dd895f0772ce03d103db6a54285b976a207496aead4e31c,candidate_text/15011085.txt,candidate_screening/jd_08_15011085.json,4,1
jd_08_r04,jd_08,Finance and Strategy Specialist,https://stripe.com/jobs/search?gh_jid=7597613,35c2bae1f436726b21cd7e4ee0f81a145e12767fba1dc127da0b6a6c53c07140,likely_fit,75,pass,25101183,FINANCE,data/data/FINANCE/25101183.pdf,clean_pdfs/jd_08/jd_08_r04_25101183.pdf,f64f9ebbbbe1c5b1805bb40eaa952af65448013f9238366a6a2920ededf78066,candidate_text/25101183.txt,candidate_screening/jd_08_25101183.json,2,9
jd_08_r05,jd_08,Finance and Strategy Specialist,https://stripe.com/jobs/search?gh_jid=7597613,35c2bae1f436726b21cd7e4ee0f81a145e12767fba1dc127da0b6a6c53c07140,likely_fit,75,pass,24530382,FINANCE,data/data/FINANCE/24530382.pdf,clean_pdfs/jd_08/jd_08_r05_24530382.pdf,81c70314aae203517a77fcebcbbf2f57e3fcf8d92a003cd3970f88c0d780c337,candidate_text/24530382.txt,candidate_screening/jd_08_24530382.json,2,13
jd_08_r06,jd_08,Finance and Strategy Specialist,https://stripe.com/jobs/search?gh_jid=7597613,35c2bae1f436726b21cd7e4ee0f81a145e12767fba1dc127da0b6a6c53c07140,likely_nonfit,65,fail,86595128,FINANCE,data/data/FINANCE/86595128.pdf,clean_pdfs/jd_08/jd_08_r06_86595128.pdf,50bfdd158df828d914f9e54ae66abb9f5ca79a4925915db348f765f6a125c437,candidate_text/86595128.txt,candidate_screening/jd_08_86595128.json,2,20
jd_08_r07,jd_08,Finance and Strategy Specialist,https://stripe.com/jobs/search?gh_jid=7597613,35c2bae1f436726b21cd7e4ee0f81a145e12767fba1dc127da0b6a6c53c07140,likely_nonfit,65,fail,29998869,FINANCE,data/data/FINANCE/29998869.pdf,clean_pdfs/jd_08/jd_08_r07_29998869.pdf,fbeb7208a52d792569294d924863d8b974371928a76ba96c4956dbc00d5e8d2e,candidate_text/29998869.txt,candidate_screening/jd_08_29998869.json,2,22
jd_08_r08,jd_08,Finance and Strategy Specialist,https://stripe.com/jobs/search?gh_jid=7597613,35c2bae1f436726b21cd7e4ee0f81a145e12767fba1dc127da0b6a6c53c07140,likely_nonfit,45,fail,95382114,BUSINESS-DEVELOPMENT,data/data/BUSINESS-DEVELOPMENT/95382114.pdf,clean_pdfs/jd_08/jd_08_r08_95382114.pdf,776e81a48db1cc149fbfa145b4af5bb17a62e86b5928b1d1814ad321c3515c26,candidate_text/95382114.txt,candidate_screening/jd_08_95382114.json,2,3
jd_08_r09,jd_08,Finance and Strategy Specialist,https://stripe.com/jobs/search?gh_jid=7597613,35c2bae1f436726b21cd7e4ee0f81a145e12767fba1dc127da0b6a6c53c07140,likely_nonfit,45,fail,32531824,BUSINESS-DEVELOPMENT,data/data/BUSINESS-DEVELOPMENT/32531824.pdf,clean_pdfs/jd_08/jd_08_r09_32531824.pdf,85b047a19bea60fcaa4c6e5c9d30ac2734d8fcde2ac013e58803e22a64b18a13,candidate_text/32531824.txt,candidate_screening/jd_08_32531824.json,1,4
jd_08_r10,jd_08,Finance and Strategy Specialist,https://stripe.com/jobs/search?gh_jid=7597613,35c2bae1f436726b21cd7e4ee0f81a145e12767fba1dc127da0b6a6c53c07140,likely_nonfit,45,fail,17818707,BANKING,data/data/BANKING/17818707.pdf,clean_pdfs/jd_08/jd_08_r10_17818707.pdf,f67aabfdcd32252b7a8a4f186fc0a9cbb8e205a5d2522e78bb5b56f8703cc5cc,candidate_text/17818707.txt,candidate_screening/jd_08_17818707.json,2,30
jd_09_r01,jd_09,Enterprise Paid Digital Marketing Manager,https://stripe.com/jobs/search?gh_jid=7617049,8a98610e1261b1081aecd407de1a11c4fa685634fe57441c6f8e589a2a087c1d,likely_fit,85,pass,28679359,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/28679359.pdf,clean_pdfs/jd_09/jd_09_r01_28679359.pdf,6494c216d31967c349a8aee772b03357fd69531c63208d90f9f5f1ea03ecbb5d,candidate_text/28679359.txt,candidate_screening/jd_09_28679359.json,2,1
jd_09_r02,jd_09,Enterprise Paid Digital Marketing Manager,https://stripe.com/jobs/search?gh_jid=7617049,8a98610e1261b1081aecd407de1a11c4fa685634fe57441c6f8e589a2a087c1d,likely_fit,85,pass,40883703,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/40883703.pdf,clean_pdfs/jd_09/jd_09_r02_40883703.pdf,09bb94a5a2362434e1ca97982766c8ce21f989747b4270302813ab09cb99923d,candidate_text/40883703.txt,candidate_screening/jd_09_40883703.json,2,3
jd_09_r03,jd_09,Enterprise Paid Digital Marketing Manager,https://stripe.com/jobs/search?gh_jid=7617049,8a98610e1261b1081aecd407de1a11c4fa685634fe57441c6f8e589a2a087c1d,likely_fit,85,pass,23810469,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/23810469.pdf,clean_pdfs/jd_09/jd_09_r03_23810469.pdf,4b893c6d170ef32c1ed8100810f23814e728e454e91528d521c28f2216496088,candidate_text/23810469.txt,candidate_screening/jd_09_23810469.json,2,4
jd_09_r04,jd_09,Enterprise Paid Digital Marketing Manager,https://stripe.com/jobs/search?gh_jid=7617049,8a98610e1261b1081aecd407de1a11c4fa685634fe57441c6f8e589a2a087c1d,likely_fit,75,pass,27080812,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/27080812.pdf,clean_pdfs/jd_09/jd_09_r04_27080812.pdf,bc70d2ca8a341bcc618144c8bdc22213aaf8a8f834de71ab1288a7a167d653e9,candidate_text/27080812.txt,candidate_screening/jd_09_27080812.json,2,10
jd_09_r05,jd_09,Enterprise Paid Digital Marketing Manager,https://stripe.com/jobs/search?gh_jid=7617049,8a98610e1261b1081aecd407de1a11c4fa685634fe57441c6f8e589a2a087c1d,likely_fit,72,pass,39166680,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/39166680.pdf,clean_pdfs/jd_09/jd_09_r05_39166680.pdf,503873485e80c2aadb57d23ca52b254bb8fb826a2d5842e0ba97d50e1849c72f,candidate_text/39166680.txt,candidate_screening/jd_09_39166680.json,2,5
jd_09_r06,jd_09,Enterprise Paid Digital Marketing Manager,https://stripe.com/jobs/search?gh_jid=7617049,8a98610e1261b1081aecd407de1a11c4fa685634fe57441c6f8e589a2a087c1d,likely_nonfit,65,fail,82929064,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/82929064.pdf,clean_pdfs/jd_09/jd_09_r06_82929064.pdf,e9931f6738bd71e154c1b8e51adb37f56a8570209bdfbd96f1702981b0a90cb2,candidate_text/82929064.txt,candidate_screening/jd_09_82929064.json,1,2
jd_09_r07,jd_09,Enterprise Paid Digital Marketing Manager,https://stripe.com/jobs/search?gh_jid=7617049,8a98610e1261b1081aecd407de1a11c4fa685634fe57441c6f8e589a2a087c1d,likely_nonfit,65,fail,90685127,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/90685127.pdf,clean_pdfs/jd_09/jd_09_r07_90685127.pdf,bd912e225a239f2f162e2f29c0c09423f992408580691248fe7a4ae9c9c46970,candidate_text/90685127.txt,candidate_screening/jd_09_90685127.json,1,8
jd_09_r08,jd_09,Enterprise Paid Digital Marketing Manager,https://stripe.com/jobs/search?gh_jid=7617049,8a98610e1261b1081aecd407de1a11c4fa685634fe57441c6f8e589a2a087c1d,likely_nonfit,65,fail,79759716,BUSINESS-DEVELOPMENT,data/data/BUSINESS-DEVELOPMENT/79759716.pdf,clean_pdfs/jd_09/jd_09_r08_79759716.pdf,aae49235bafb3583c6350db5c7c99bb4ba945819490064af65ced12c686743f4,candidate_text/79759716.txt,candidate_screening/jd_09_79759716.json,2,11
jd_09_r09,jd_09,Enterprise Paid Digital Marketing Manager,https://stripe.com/jobs/search?gh_jid=7617049,8a98610e1261b1081aecd407de1a11c4fa685634fe57441c6f8e589a2a087c1d,likely_nonfit,65,fail,20330739,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/20330739.pdf,clean_pdfs/jd_09/jd_09_r09_20330739.pdf,91dca0aefe24d6cdf2a7430ba8c57b3cd50cf71d3cc3617628fbd8368f1afef3,candidate_text/20330739.txt,candidate_screening/jd_09_20330739.json,2,13
jd_09_r10,jd_09,Enterprise Paid Digital Marketing Manager,https://stripe.com/jobs/search?gh_jid=7617049,8a98610e1261b1081aecd407de1a11c4fa685634fe57441c6f8e589a2a087c1d,likely_nonfit,65,fail,18501746,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/18501746.pdf,clean_pdfs/jd_09/jd_09_r10_18501746.pdf,49307851c9976936375952546d6c1b4aa4386fb50212ced75caebf2c547458fc,candidate_text/18501746.txt,candidate_screening/jd_09_18501746.json,1,14
jd_10_r01,jd_10,"Marketing Coordinator, Home Game",https://jobs.lever.co/bellotalabs/a77e940d-1052-4363-802f-d64322a718fe,d8663606eee57ed7f21a4e04725b42490b4e922a0ae5ba945817cf38d8e06821,likely_fit,85,pass,28679359,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/28679359.pdf,clean_pdfs/jd_10/jd_10_r01_28679359.pdf,6494c216d31967c349a8aee772b03357fd69531c63208d90f9f5f1ea03ecbb5d,candidate_text/28679359.txt,candidate_screening/jd_10_28679359.json,2,1
jd_10_r02,jd_10,"Marketing Coordinator, Home Game",https://jobs.lever.co/bellotalabs/a77e940d-1052-4363-802f-d64322a718fe,d8663606eee57ed7f21a4e04725b42490b4e922a0ae5ba945817cf38d8e06821,likely_fit,85,pass,40883703,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/40883703.pdf,clean_pdfs/jd_10/jd_10_r02_40883703.pdf,09bb94a5a2362434e1ca97982766c8ce21f989747b4270302813ab09cb99923d,candidate_text/40883703.txt,candidate_screening/jd_10_40883703.json,2,2
jd_10_r03,jd_10,"Marketing Coordinator, Home Game",https://jobs.lever.co/bellotalabs/a77e940d-1052-4363-802f-d64322a718fe,d8663606eee57ed7f21a4e04725b42490b4e922a0ae5ba945817cf38d8e06821,likely_fit,85,pass,23810469,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/23810469.pdf,clean_pdfs/jd_10/jd_10_r03_23810469.pdf,4b893c6d170ef32c1ed8100810f23814e728e454e91528d521c28f2216496088,candidate_text/23810469.txt,candidate_screening/jd_10_23810469.json,2,4
jd_10_r04,jd_10,"Marketing Coordinator, Home Game",https://jobs.lever.co/bellotalabs/a77e940d-1052-4363-802f-d64322a718fe,d8663606eee57ed7f21a4e04725b42490b4e922a0ae5ba945817cf38d8e06821,likely_fit,85,pass,18354623,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/18354623.pdf,clean_pdfs/jd_10/jd_10_r04_18354623.pdf,f6c6a67d8de578090fea0674d4b90a05cdaf5814cb0a15e80d363d2ab2c702cd,candidate_text/18354623.txt,candidate_screening/jd_10_18354623.json,2,8
jd_10_r05,jd_10,"Marketing Coordinator, Home Game",https://jobs.lever.co/bellotalabs/a77e940d-1052-4363-802f-d64322a718fe,d8663606eee57ed7f21a4e04725b42490b4e922a0ae5ba945817cf38d8e06821,likely_fit,78,pass,50219114,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/50219114.pdf,clean_pdfs/jd_10/jd_10_r05_50219114.pdf,f3f82515e797204b39227c15ff3d78ee077813fc025ab790c144c2f742a8a4ad,candidate_text/50219114.txt,candidate_screening/jd_10_50219114.json,2,12
jd_10_r06,jd_10,"Marketing Coordinator, Home Game",https://jobs.lever.co/bellotalabs/a77e940d-1052-4363-802f-d64322a718fe,d8663606eee57ed7f21a4e04725b42490b4e922a0ae5ba945817cf38d8e06821,likely_nonfit,65,fail,68781345,BANKING,data/data/BANKING/68781345.pdf,clean_pdfs/jd_10/jd_10_r06_68781345.pdf,4e64f49320bf43e3348d3d4f2d897561cf08818533b668cf809b591fc434510c,candidate_text/68781345.txt,candidate_screening/jd_10_68781345.json,2,3
jd_10_r07,jd_10,"Marketing Coordinator, Home Game",https://jobs.lever.co/bellotalabs/a77e940d-1052-4363-802f-d64322a718fe,d8663606eee57ed7f21a4e04725b42490b4e922a0ae5ba945817cf38d8e06821,likely_nonfit,65,fail,82929064,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/82929064.pdf,clean_pdfs/jd_10/jd_10_r07_82929064.pdf,e9931f6738bd71e154c1b8e51adb37f56a8570209bdfbd96f1702981b0a90cb2,candidate_text/82929064.txt,candidate_screening/jd_10_82929064.json,1,9
jd_10_r08,jd_10,"Marketing Coordinator, Home Game",https://jobs.lever.co/bellotalabs/a77e940d-1052-4363-802f-d64322a718fe,d8663606eee57ed7f21a4e04725b42490b4e922a0ae5ba945817cf38d8e06821,likely_nonfit,65,fail,11160414,PUBLIC-RELATIONS,data/data/PUBLIC-RELATIONS/11160414.pdf,clean_pdfs/jd_10/jd_10_r08_11160414.pdf,42ba2e536fbb7b969f4f79b0e46cb7cb10ea270c3e058931a45c21e7ee5c982b,candidate_text/11160414.txt,candidate_screening/jd_10_11160414.json,2,10
jd_10_r09,jd_10,"Marketing Coordinator, Home Game",https://jobs.lever.co/bellotalabs/a77e940d-1052-4363-802f-d64322a718fe,d8663606eee57ed7f21a4e04725b42490b4e922a0ae5ba945817cf38d8e06821,likely_nonfit,65,fail,75329822,PUBLIC-RELATIONS,data/data/PUBLIC-RELATIONS/75329822.pdf,clean_pdfs/jd_10/jd_10_r09_75329822.pdf,5eb4936ee00e53982d3081548e0b4ddde1208560b64e2d605e02ca5e3f4709c7,candidate_text/75329822.txt,candidate_screening/jd_10_75329822.json,2,14
jd_10_r10,jd_10,"Marketing Coordinator, Home Game",https://jobs.lever.co/bellotalabs/a77e940d-1052-4363-802f-d64322a718fe,d8663606eee57ed7f21a4e04725b42490b4e922a0ae5ba945817cf38d8e06821,likely_nonfit,45,fail,20330739,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/20330739.pdf,clean_pdfs/jd_10/jd_10_r10_20330739.pdf,91dca0aefe24d6cdf2a7430ba8c57b3cd50cf71d3cc3617628fbd8368f1afef3,candidate_text/20330739.txt,candidate_screening/jd_10_20330739.json,2,6
jd_11_r01,jd_11,Lifecycle Marketing Manager,https://boards.greenhouse.io/robinhood/jobs/8119781?t=gh_src=&gh_jid=8119781,2b0cae019938ba30db5ac78c1d0ad90c5fe1fc42c30ff5a3a87e775c8e46a395,likely_fit,85,pass,27080812,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/27080812.pdf,clean_pdfs/jd_11/jd_11_r01_27080812.pdf,bc70d2ca8a341bcc618144c8bdc22213aaf8a8f834de71ab1288a7a167d653e9,candidate_text/27080812.txt,candidate_screening/jd_11_27080812.json,2,8
jd_11_r02,jd_11,Lifecycle Marketing Manager,https://boards.greenhouse.io/robinhood/jobs/8119781?t=gh_src=&gh_jid=8119781,2b0cae019938ba30db5ac78c1d0ad90c5fe1fc42c30ff5a3a87e775c8e46a395,likely_fit,85,pass,39166680,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/39166680.pdf,clean_pdfs/jd_11/jd_11_r02_39166680.pdf,503873485e80c2aadb57d23ca52b254bb8fb826a2d5842e0ba97d50e1849c72f,candidate_text/39166680.txt,candidate_screening/jd_11_39166680.json,2,11
jd_11_r03,jd_11,Lifecycle Marketing Manager,https://boards.greenhouse.io/robinhood/jobs/8119781?t=gh_src=&gh_jid=8119781,2b0cae019938ba30db5ac78c1d0ad90c5fe1fc42c30ff5a3a87e775c8e46a395,likely_fit,78,pass,23810469,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/23810469.pdf,clean_pdfs/jd_11/jd_11_r03_23810469.pdf,4b893c6d170ef32c1ed8100810f23814e728e454e91528d521c28f2216496088,candidate_text/23810469.txt,candidate_screening/jd_11_23810469.json,2,7
jd_11_r04,jd_11,Lifecycle Marketing Manager,https://boards.greenhouse.io/robinhood/jobs/8119781?t=gh_src=&gh_jid=8119781,2b0cae019938ba30db5ac78c1d0ad90c5fe1fc42c30ff5a3a87e775c8e46a395,likely_fit,78,pass,90685127,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/90685127.pdf,clean_pdfs/jd_11/jd_11_r04_90685127.pdf,bd912e225a239f2f162e2f29c0c09423f992408580691248fe7a4ae9c9c46970,candidate_text/90685127.txt,candidate_screening/jd_11_90685127.json,1,12
jd_11_r05,jd_11,Lifecycle Marketing Manager,https://boards.greenhouse.io/robinhood/jobs/8119781?t=gh_src=&gh_jid=8119781,2b0cae019938ba30db5ac78c1d0ad90c5fe1fc42c30ff5a3a87e775c8e46a395,likely_fit,75,pass,40883703,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/40883703.pdf,clean_pdfs/jd_11/jd_11_r05_40883703.pdf,09bb94a5a2362434e1ca97982766c8ce21f989747b4270302813ab09cb99923d,candidate_text/40883703.txt,candidate_screening/jd_11_40883703.json,2,1
jd_11_r06,jd_11,Lifecycle Marketing Manager,https://boards.greenhouse.io/robinhood/jobs/8119781?t=gh_src=&gh_jid=8119781,2b0cae019938ba30db5ac78c1d0ad90c5fe1fc42c30ff5a3a87e775c8e46a395,likely_nonfit,65,fail,24574164,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/24574164.pdf,clean_pdfs/jd_11/jd_11_r06_24574164.pdf,12e37567707546331aef84df75612a26ee3fa1c6498bba9040ecf28763f56694,candidate_text/24574164.txt,candidate_screening/jd_11_24574164.json,3,15
jd_11_r07,jd_11,Lifecycle Marketing Manager,https://boards.greenhouse.io/robinhood/jobs/8119781?t=gh_src=&gh_jid=8119781,2b0cae019938ba30db5ac78c1d0ad90c5fe1fc42c30ff5a3a87e775c8e46a395,likely_nonfit,65,fail,22706174,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/22706174.pdf,clean_pdfs/jd_11/jd_11_r07_22706174.pdf,ef7658994a5841327ee174a3e8c989e6301fcceae0c47509fc2601137c2ea28b,candidate_text/22706174.txt,candidate_screening/jd_11_22706174.json,2,18
jd_11_r08,jd_11,Lifecycle Marketing Manager,https://boards.greenhouse.io/robinhood/jobs/8119781?t=gh_src=&gh_jid=8119781,2b0cae019938ba30db5ac78c1d0ad90c5fe1fc42c30ff5a3a87e775c8e46a395,likely_nonfit,65,fail,25038571,DIGITAL-MEDIA,data/data/DIGITAL-MEDIA/25038571.pdf,clean_pdfs/jd_11/jd_11_r08_25038571.pdf,12c0b356d8bb7948eadefb49ae1b616d64e0bca70c322e754f5d87d30e9628ab,candidate_text/25038571.txt,candidate_screening/jd_11_25038571.json,2,30
