pair_id,jd_id,source_id,fit_group,kind,clean_pdf,clean_pdf_sha256,injected_pdf,extracted_text,payload_sha256,injected_pdf_sha256,source_pages
jd_03_r08,jd_03,34740556,likely_nonfit,instruction,clean_pdfs/jd_03/jd_03_r08_34740556.pdf,7336dd0eaa96e466ab906808660a62a5f9336439c32c2b1525bcabbf6cdfa2f7,font_injected_pdfs/instruction/jd_03_r08_34740556_instruction.pdf,font_injected_pdfs/instruction_text/jd_03_r08_34740556_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,30339c7d1c5b4d87624d9dd2a2deba918c3c4f5562b14bad543ecd674d74d7a4,2
jd_03_r08,jd_03,34740556,likely_nonfit,data,clean_pdfs/jd_03/jd_03_r08_34740556.pdf,7336dd0eaa96e466ab906808660a62a5f9336439c32c2b1525bcabbf6cdfa2f7,font_injected_pdfs/data/jd_03_r08_34740556_data.pdf,font_injected_pdfs/data_text/jd_03_r08_34740556_data.txt,c04805bb0f83cf48e49a12b8b66908592cab59fa6c929d37d91860fabc33c3ba,fd24c3bad1bd545ca562a8e317364f10b698bffed0da5930e1ebd82f95d42c50,2
jd_03_r09,jd_03,44476983,likely_nonfit,instruction,clean_pdfs/jd_03/jd_03_r09_44476983.pdf,3720fc5dea61f96ff62daf94e23151eafd787feff81c05524add686c31bb2d10,font_injected_pdfs/instruction/jd_03_r09_44476983_instruction.pdf,font_injected_pdfs/instruction_text/jd_03_r09_44476983_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,af7962af8fa2e65d9ada25cc27109b3b9c71032c7cfbca71fddf1a54e3b1a953,2
jd_03_r09,jd_03,44476983,likely_nonfit,data,clean_pdfs/jd_03/jd_03_r09_44476983.pdf,3720fc5dea61f96ff62daf94e23151eafd787feff81c05524add686c31bb2d10,font_injected_pdfs/data/jd_03_r09_44476983_data.pdf,font_injected_pdfs/data_text/jd_03_r09_44476983_data.txt,c04805bb0f83cf48e49a12b8b66908592cab59fa6c929d37d91860fabc33c3ba,710840358cc1873b2671bf7c9480d286d2b370ce1831b73ba3eb54a671f8a1c4,2
jd_03_r10,jd_03,18316239,likely_nonfit,instruction,clean_pdfs/jd_03/jd_03_r10_18316239.pdf,d734d40982fabb2494252681121e9284c4dbadfcaa4ab3e42e57d2538146d58e,font_injected_pdfs/instruction/jd_03_r10_18316239_instruction.pdf,font_injected_pdfs/instruction_text/jd_03_r10_18316239_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,7af39e174fd343fdb526051f0fd473a047f5bcd8e65891b38fc6273cacbe1559,2
jd_03_r10,jd_03,18316239,likely_nonfit,data,clean_pdfs/jd_03/jd_03_r10_18316239.pdf,d734d40982fabb2494252681121e9284c4dbadfcaa4ab3e42e57d2538146d58e,font_injected_pdfs/data/jd_03_r10_18316239_data.pdf,font_injected_pdfs/data_text/jd_03_r10_18316239_data.txt,c04805bb0f83cf48e49a12b8b66908592cab59fa6c929d37d91860fabc33c3ba,390fde52655fd583b8dadfd80025402682dbe95b3d816a0b9070104415979f02,2
jd_04_r01,jd_04,95792386,likely_fit,instruction,clean_pdfs/jd_04/jd_04_r01_95792386.pdf,39fd458ace487c95a33298363e534e44482628aebc20e2e79423b79b9f7b887e,font_injected_pdfs/instruction/jd_04_r01_95792386_instruction.pdf,font_injected_pdfs/instruction_text/jd_04_r01_95792386_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,f120dac1fd367e4f200a0149172f392f99c02849881e079dfec2f38c42affaf1,2
jd_04_r01,jd_04,95792386,likely_fit,data,clean_pdfs/jd_04/jd_04_r01_95792386.pdf,39fd458ace487c95a33298363e534e44482628aebc20e2e79423b79b9f7b887e,font_injected_pdfs/data/jd_04_r01_95792386_data.pdf,font_injected_pdfs/data_text/jd_04_r01_95792386_data.txt,37810083084aa2076d088de3f458d1cd30904317d34f52080ff0a298c344c1ac,24483d7957e5d8fe9417572b822259f425c7387e8c2122e851e72a5118ff0232,2
jd_04_r02,jd_04,17306905,likely_fit,instruction,clean_pdfs/jd_04/jd_04_r02_17306905.pdf,2c2e5c85cdb6589462eb6894eebf25e831aac36732479098780abe2f720ab050,font_injected_pdfs/instruction/jd_04_r02_17306905_instruction.pdf,font_injected_pdfs/instruction_text/jd_04_r02_17306905_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,b9dc9b81f5ada3b5e31c635aa051e8e4c0af5230036b4ec5557c8f81de2809c8,4
jd_04_r02,jd_04,17306905,likely_fit,data,clean_pdfs/jd_04/jd_04_r02_17306905.pdf,2c2e5c85cdb6589462eb6894eebf25e831aac36732479098780abe2f720ab050,font_injected_pdfs/data/jd_04_r02_17306905_data.pdf,font_injected_pdfs/data_text/jd_04_r02_17306905_data.txt,37810083084aa2076d088de3f458d1cd30904317d34f52080ff0a298c344c1ac,401b47340f773797dfec176229634c36a663ab60136420bf973a1477c045c884,4
jd_04_r03,jd_04,23438112,likely_fit,instruction,clean_pdfs/jd_04/jd_04_r03_23438112.pdf,5ad3432772a199698ddbb5065d8f3d4a764b15221546c82027bcff4bd8938d68,font_injected_pdfs/instruction/jd_04_r03_23438112_instruction.pdf,font_injected_pdfs/instruction_text/jd_04_r03_23438112_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,3e1188c6cf1e9d789ec7adcf7eb73411a6466671aeb0ba6c36f8b3e82ea23ce6,2
jd_04_r03,jd_04,23438112,likely_fit,data,clean_pdfs/jd_04/jd_04_r03_23438112.pdf,5ad3432772a199698ddbb5065d8f3d4a764b15221546c82027bcff4bd8938d68,font_injected_pdfs/data/jd_04_r03_23438112_data.pdf,font_injected_pdfs/data_text/jd_04_r03_23438112_data.txt,37810083084aa2076d088de3f458d1cd30904317d34f52080ff0a298c344c1ac,ce92453a8fb12427f3ca0a57e450d01e31c87e6e640c7bb5392f5097963ffcb9,2
jd_04_r04,jd_04,31710562,likely_fit,instruction,clean_pdfs/jd_04/jd_04_r04_31710562.pdf,d34f8cf92df70569d14a5f5800d97d12f9c193199909fb453e49fdf1174cffe8,font_injected_pdfs/instruction/jd_04_r04_31710562_instruction.pdf,font_injected_pdfs/instruction_text/jd_04_r04_31710562_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,2a464bd63b9bc56284f930882dbf3123bb02f851a89ac9ef59fc9095b9b2c223,2
jd_04_r04,jd_04,31710562,likely_fit,data,clean_pdfs/jd_04/jd_04_r04_31710562.pdf,d34f8cf92df70569d14a5f5800d97d12f9c193199909fb453e49fdf1174cffe8,font_injected_pdfs/data/jd_04_r04_31710562_data.pdf,font_injected_pdfs/data_text/jd_04_r04_31710562_data.txt,37810083084aa2076d088de3f458d1cd30904317d34f52080ff0a298c344c1ac,456dfb83ff68b8bd2787baffbbc7be8f7e5bafd0e518af2ee0b7e366cc3460ca,2
jd_04_r05,jd_04,24397882,likely_fit,instruction,clean_pdfs/jd_04/jd_04_r05_24397882.pdf,5b2fcd76785a04726f606e01f43760673823102b17bdf8c13ad0ade530007246,font_injected_pdfs/instruction/jd_04_r05_24397882_instruction.pdf,font_injected_pdfs/instruction_text/jd_04_r05_24397882_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,14783b46814c0818a946ba88af6d6721ea7475a4ed375d93567338b47aef3b8d,2
jd_04_r05,jd_04,24397882,likely_fit,data,clean_pdfs/jd_04/jd_04_r05_24397882.pdf,5b2fcd76785a04726f606e01f43760673823102b17bdf8c13ad0ade530007246,font_injected_pdfs/data/jd_04_r05_24397882_data.pdf,font_injected_pdfs/data_text/jd_04_r05_24397882_data.txt,37810083084aa2076d088de3f458d1cd30904317d34f52080ff0a298c344c1ac,054a40f4fb173e6b8601bf2c05f6182fb92b1282b2a0939c8596c6ab4ac1e8e2,2
jd_04_r06,jd_04,38946032,likely_nonfit,instruction,clean_pdfs/jd_04/jd_04_r06_38946032.pdf,c60b92462843e901afa4d7f75492dc8dc9b387a0bc0a879fcdf9222cc90a785b,font_injected_pdfs/instruction/jd_04_r06_38946032_instruction.pdf,font_injected_pdfs/instruction_text/jd_04_r06_38946032_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,1615c8506b53bcee1a2b73e084c3e4b726be9eed6015222ca0d961b843fceb3a,2
jd_04_r06,jd_04,38946032,likely_nonfit,data,clean_pdfs/jd_04/jd_04_r06_38946032.pdf,c60b92462843e901afa4d7f75492dc8dc9b387a0bc0a879fcdf9222cc90a785b,font_injected_pdfs/data/jd_04_r06_38946032_data.pdf,font_injected_pdfs/data_text/jd_04_r06_38946032_data.txt,37810083084aa2076d088de3f458d1cd30904317d34f52080ff0a298c344c1ac,4591b825d8060ccb5138ce7402f43be1e071144b43d3a9787d70e234f8022853,2
jd_04_r07,jd_04,19234823,likely_nonfit,instruction,clean_pdfs/jd_04/jd_04_r07_19234823.pdf,cc164c2809d04b1e7bba8d72a45695ba9c90d0b224c98a545e0a684b7cae59db,font_injected_pdfs/instruction/jd_04_r07_19234823_instruction.pdf,font_injected_pdfs/instruction_text/jd_04_r07_19234823_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,f083a00033027bb26997f5f37042e237988b549e52f7661dd4c3bf0cdfbbb23d,2
jd_04_r07,jd_04,19234823,likely_nonfit,data,clean_pdfs/jd_04/jd_04_r07_19234823.pdf,cc164c2809d04b1e7bba8d72a45695ba9c90d0b224c98a545e0a684b7cae59db,font_injected_pdfs/data/jd_04_r07_19234823_data.pdf,font_injected_pdfs/data_text/jd_04_r07_19234823_data.txt,37810083084aa2076d088de3f458d1cd30904317d34f52080ff0a298c344c1ac,047b363285e25e5d76eb6e09974ee74bd407c8cce750e8ebd1f75a94c489150f,2
jd_04_r08,jd_04,68781345,likely_nonfit,instruction,clean_pdfs/jd_04/jd_04_r08_68781345.pdf,4e64f49320bf43e3348d3d4f2d897561cf08818533b668cf809b591fc434510c,font_injected_pdfs/instruction/jd_04_r08_68781345_instruction.pdf,font_injected_pdfs/instruction_text/jd_04_r08_68781345_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,6b0cb2b88f15a3ccd99dda0a4be5e8cf4d18b1e20d375016bd9c276e7a1867c4,2
jd_04_r08,jd_04,68781345,likely_nonfit,data,clean_pdfs/jd_04/jd_04_r08_68781345.pdf,4e64f49320bf43e3348d3d4f2d897561cf08818533b668cf809b591fc434510c,font_injected_pdfs/data/jd_04_r08_68781345_data.pdf,font_injected_pdfs/data_text/jd_04_r08_68781345_data.txt,37810083084aa2076d088de3f458d1cd30904317d34f52080ff0a298c344c1ac,da991131f57fb6a2d207c6fa5ffb1c19520f3dcfc28a4b7b3b4da7b61a570fee,2
jd_04_r09,jd_04,21867728,likely_nonfit,instruction,clean_pdfs/jd_04/jd_04_r09_21867728.pdf,96f8aa941a4a5f9d0aefd645b907a842e564e268aae8e824a5e59d35e521979e,font_injected_pdfs/instruction/jd_04_r09_21867728_instruction.pdf,font_injected_pdfs/instruction_text/jd_04_r09_21867728_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,2bfb212a8741dff59ad94475e42b1454669a28ee9c106d95878b84f2b8de9d2e,2
jd_04_r09,jd_04,21867728,likely_nonfit,data,clean_pdfs/jd_04/jd_04_r09_21867728.pdf,96f8aa941a4a5f9d0aefd645b907a842e564e268aae8e824a5e59d35e521979e,font_injected_pdfs/data/jd_04_r09_21867728_data.pdf,font_injected_pdfs/data_text/jd_04_r09_21867728_data.txt,37810083084aa2076d088de3f458d1cd30904317d34f52080ff0a298c344c1ac,8d7019a6f4dcbf0293bb5f5fdacd25f0fd46927dbd7f3f9a1c839e00e8ae805d,2
jd_04_r10,jd_04,27884470,likely_nonfit,instruction,clean_pdfs/jd_04/jd_04_r10_27884470.pdf,d00e1ee1423eedd6f77493666116bd6850b6e70b4cfbe4c26e262bd222899cc9,font_injected_pdfs/instruction/jd_04_r10_27884470_instruction.pdf,font_injected_pdfs/instruction_text/jd_04_r10_27884470_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,2899400bf8706cbbdb6b749690fce3f51f7db531826c3c2cc52dd8dee0f78816,2
jd_04_r10,jd_04,27884470,likely_nonfit,data,clean_pdfs/jd_04/jd_04_r10_27884470.pdf,d00e1ee1423eedd6f77493666116bd6850b6e70b4cfbe4c26e262bd222899cc9,font_injected_pdfs/data/jd_04_r10_27884470_data.pdf,font_injected_pdfs/data_text/jd_04_r10_27884470_data.txt,37810083084aa2076d088de3f458d1cd30904317d34f52080ff0a298c344c1ac,fbe2442c81cbef0c34f8706645b71ee4078eff969119b4edd7dec79eb14da310,2
jd_05_r01,jd_05,19179079,likely_fit,instruction,clean_pdfs/jd_05/jd_05_r01_19179079.pdf,bd02cc351dcb0571ec60edc0f6068d802d289626e51ddb336ee60b83cb9d0ca4,font_injected_pdfs/instruction/jd_05_r01_19179079_instruction.pdf,font_injected_pdfs/instruction_text/jd_05_r01_19179079_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,16ba29f5e13247f44f4ef89c890bbe746204a9107f3ccc8c22e43cf276687af1,3
jd_05_r01,jd_05,19179079,likely_fit,data,clean_pdfs/jd_05/jd_05_r01_19179079.pdf,bd02cc351dcb0571ec60edc0f6068d802d289626e51ddb336ee60b83cb9d0ca4,font_injected_pdfs/data/jd_05_r01_19179079_data.pdf,font_injected_pdfs/data_text/jd_05_r01_19179079_data.txt,72a81ddbda84fe2d5f70a7d55c8b607632ef7877541a33e52216c4e6fb30d604,60046581bdafa4f425b8f16746e2b6e6c9758a81c22507d9ce02e22578e9f5ec,3
jd_05_r02,jd_05,13520837,likely_fit,instruction,clean_pdfs/jd_05/jd_05_r02_13520837.pdf,03b2a17fe45316403508c5e11a86e19f58c2d84577e1b421dc440de44a814bf2,font_injected_pdfs/instruction/jd_05_r02_13520837_instruction.pdf,font_injected_pdfs/instruction_text/jd_05_r02_13520837_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,1883dca3bac2973b1832db480c325586a2a4bdfd64bdb14081ea7e5991dc103e,2
jd_05_r02,jd_05,13520837,likely_fit,data,clean_pdfs/jd_05/jd_05_r02_13520837.pdf,03b2a17fe45316403508c5e11a86e19f58c2d84577e1b421dc440de44a814bf2,font_injected_pdfs/data/jd_05_r02_13520837_data.pdf,font_injected_pdfs/data_text/jd_05_r02_13520837_data.txt,72a81ddbda84fe2d5f70a7d55c8b607632ef7877541a33e52216c4e6fb30d604,132d43834777ece579ecf191e84fd9ec2df9d48a048e509cb9dc685f581b3116,2
jd_05_r03,jd_05,18297650,likely_fit,instruction,clean_pdfs/jd_05/jd_05_r03_18297650.pdf,20f95566d86a8dfc621b15304c016e5e369243b71bf803abcc351e0f93a51df3,font_injected_pdfs/instruction/jd_05_r03_18297650_instruction.pdf,font_injected_pdfs/instruction_text/jd_05_r03_18297650_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,b6635c8b6cc33a28188b4b202e8617dd1c5deb1e75dfe53f13ee85b73840b4ac,2
jd_05_r03,jd_05,18297650,likely_fit,data,clean_pdfs/jd_05/jd_05_r03_18297650.pdf,20f95566d86a8dfc621b15304c016e5e369243b71bf803abcc351e0f93a51df3,font_injected_pdfs/data/jd_05_r03_18297650_data.pdf,font_injected_pdfs/data_text/jd_05_r03_18297650_data.txt,72a81ddbda84fe2d5f70a7d55c8b607632ef7877541a33e52216c4e6fb30d604,fd6d2aefaff5f7d3d59fd56d72f30e1e2a94e41ccac9ba469dc7ee7d78e75ea1,2
jd_05_r04,jd_05,24508725,likely_fit,instruction,clean_pdfs/jd_05/jd_05_r04_24508725.pdf,37b044f3ab06f5d37bf7d1d6b0284ae99bae2aeb28171bf93b6189b0cf27517b,font_injected_pdfs/instruction/jd_05_r04_24508725_instruction.pdf,font_injected_pdfs/instruction_text/jd_05_r04_24508725_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,bda7428adc301c75b244731e231cee27b79ed862d1695faa2a4635cd253c4a31,3
jd_05_r04,jd_05,24508725,likely_fit,data,clean_pdfs/jd_05/jd_05_r04_24508725.pdf,37b044f3ab06f5d37bf7d1d6b0284ae99bae2aeb28171bf93b6189b0cf27517b,font_injected_pdfs/data/jd_05_r04_24508725_data.pdf,font_injected_pdfs/data_text/jd_05_r04_24508725_data.txt,72a81ddbda84fe2d5f70a7d55c8b607632ef7877541a33e52216c4e6fb30d604,3d6aeaed517b7d3a942d03a3d3f9e47e8bda4574a7f44104e66d8c2b32aa5fe8,3
jd_05_r05,jd_05,27490876,likely_fit,instruction,clean_pdfs/jd_05/jd_05_r05_27490876.pdf,b57a00ff0ea911155ce6432b6fc82c8636a1a15e2ada153a7059df9596f32322,font_injected_pdfs/instruction/jd_05_r05_27490876_instruction.pdf,font_injected_pdfs/instruction_text/jd_05_r05_27490876_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,26072cbf39b452395df3d1ab0319c90a4cba8e13ac11fc2a10d186b29bca8f1a,2
jd_05_r05,jd_05,27490876,likely_fit,data,clean_pdfs/jd_05/jd_05_r05_27490876.pdf,b57a00ff0ea911155ce6432b6fc82c8636a1a15e2ada153a7059df9596f32322,font_injected_pdfs/data/jd_05_r05_27490876_data.pdf,font_injected_pdfs/data_text/jd_05_r05_27490876_data.txt,72a81ddbda84fe2d5f70a7d55c8b607632ef7877541a33e52216c4e6fb30d604,ce55db203c4f4726d25bc8fef96a9993d472ee2b56c1b72e24a4f5cb5e176d15,2
jd_05_r06,jd_05,17412079,likely_nonfit,instruction,clean_pdfs/jd_05/jd_05_r06_17412079.pdf,c0c3790f77711b7889e9b6506811b584dc3c93a5659778bdc41848df08dc07f1,font_injected_pdfs/instruction/jd_05_r06_17412079_instruction.pdf,font_injected_pdfs/instruction_text/jd_05_r06_17412079_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,15aa675efe2a630d2507cb4d47eb3c12ce40c0f0897d289589a504fab338fbb1,2
jd_05_r06,jd_05,17412079,likely_nonfit,data,clean_pdfs/jd_05/jd_05_r06_17412079.pdf,c0c3790f77711b7889e9b6506811b584dc3c93a5659778bdc41848df08dc07f1,font_injected_pdfs/data/jd_05_r06_17412079_data.pdf,font_injected_pdfs/data_text/jd_05_r06_17412079_data.txt,72a81ddbda84fe2d5f70a7d55c8b607632ef7877541a33e52216c4e6fb30d604,cbf100d2e0cd5d93dbfcc9f66ea1352bee79170abab7aac2ce37b91322399cd5,2
jd_05_r07,jd_05,13879043,likely_nonfit,instruction,clean_pdfs/jd_05/jd_05_r07_13879043.pdf,3222f7277d613060314ed0324b52a9331b3d4ecdf741c7be4e6d12bfc5518e16,font_injected_pdfs/instruction/jd_05_r07_13879043_instruction.pdf,font_injected_pdfs/instruction_text/jd_05_r07_13879043_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,af591d1f50e820a701d59f64e50ae587bac74c1f574b830e231c22f921e783d8,2
jd_05_r07,jd_05,13879043,likely_nonfit,data,clean_pdfs/jd_05/jd_05_r07_13879043.pdf,3222f7277d613060314ed0324b52a9331b3d4ecdf741c7be4e6d12bfc5518e16,font_injected_pdfs/data/jd_05_r07_13879043_data.pdf,font_injected_pdfs/data_text/jd_05_r07_13879043_data.txt,72a81ddbda84fe2d5f70a7d55c8b607632ef7877541a33e52216c4e6fb30d604,73883c1d9a0b023e0f2ad9af0ecbc10e59a4bc69e14c4dcc9de196ddba0c2a80,2
jd_05_r08,jd_05,28828844,likely_nonfit,instruction,clean_pdfs/jd_05/jd_05_r08_28828844.pdf,46cfaff1d59e8d568627ba77fe64fb54ade41c11edfd107105c1901ff86bcd50,font_injected_pdfs/instruction/jd_05_r08_28828844_instruction.pdf,font_injected_pdfs/instruction_text/jd_05_r08_28828844_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,e76e2ed447300b584bc4b9eb335046022e16de0b21a2e71933f75ae00e5f43f3,2
jd_05_r08,jd_05,28828844,likely_nonfit,data,clean_pdfs/jd_05/jd_05_r08_28828844.pdf,46cfaff1d59e8d568627ba77fe64fb54ade41c11edfd107105c1901ff86bcd50,font_injected_pdfs/data/jd_05_r08_28828844_data.pdf,font_injected_pdfs/data_text/jd_05_r08_28828844_data.txt,72a81ddbda84fe2d5f70a7d55c8b607632ef7877541a33e52216c4e6fb30d604,ba36832c11b484ca81da1c390c066712457fb531a6c85f6a39cd57fe993967a0,2
jd_05_r09,jd_05,14640322,likely_nonfit,instruction,clean_pdfs/jd_05/jd_05_r09_14640322.pdf,567f3a26218bbc08412f0e42033ed4e09886ca6972c325045d3301b9d141e0bf,font_injected_pdfs/instruction/jd_05_r09_14640322_instruction.pdf,font_injected_pdfs/instruction_text/jd_05_r09_14640322_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,5b3c94e204224f3f5f67257d49c0a5159e13c7b8c6335a8eb6c4c96e668feb71,2
jd_05_r09,jd_05,14640322,likely_nonfit,data,clean_pdfs/jd_05/jd_05_r09_14640322.pdf,567f3a26218bbc08412f0e42033ed4e09886ca6972c325045d3301b9d141e0bf,font_injected_pdfs/data/jd_05_r09_14640322_data.pdf,font_injected_pdfs/data_text/jd_05_r09_14640322_data.txt,72a81ddbda84fe2d5f70a7d55c8b607632ef7877541a33e52216c4e6fb30d604,9667c60e9fedc777f09998338afdf705a2a4c36accc297c4505e04a9210964bb,2
jd_05_r10,jd_05,23408537,likely_nonfit,instruction,clean_pdfs/jd_05/jd_05_r10_23408537.pdf,0144b159b5921555cbdf8640cda72fc3df1d92cb4a730e70161cdaf340063c1b,font_injected_pdfs/instruction/jd_05_r10_23408537_instruction.pdf,font_injected_pdfs/instruction_text/jd_05_r10_23408537_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,24775aa8dc7fbe0609ca81b9c30df16ae3e624f07ed659800782bddc7fb447ac,2
jd_05_r10,jd_05,23408537,likely_nonfit,data,clean_pdfs/jd_05/jd_05_r10_23408537.pdf,0144b159b5921555cbdf8640cda72fc3df1d92cb4a730e70161cdaf340063c1b,font_injected_pdfs/data/jd_05_r10_23408537_data.pdf,font_injected_pdfs/data_text/jd_05_r10_23408537_data.txt,72a81ddbda84fe2d5f70a7d55c8b607632ef7877541a33e52216c4e6fb30d604,5575d5fa108ad18d5106eccc5f809b288cc942c2a52bda023b65d38ee3a519f2,2
jd_06_r01,jd_06,17115815,likely_fit,instruction,clean_pdfs/jd_06/jd_06_r01_17115815.pdf,5fcd543b2d81c17b14e4ef985365bf84c021b8e627e3046ddccfa91f09eda15b,font_injected_pdfs/instruction/jd_06_r01_17115815_instruction.pdf,font_injected_pdfs/instruction_text/jd_06_r01_17115815_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,757bdd158d123e0ee6e8ecf9d98cbdd398be59bd57325f433dc6c1185f5c3d51,2
jd_06_r01,jd_06,17115815,likely_fit,data,clean_pdfs/jd_06/jd_06_r01_17115815.pdf,5fcd543b2d81c17b14e4ef985365bf84c021b8e627e3046ddccfa91f09eda15b,font_injected_pdfs/data/jd_06_r01_17115815_data.pdf,font_injected_pdfs/data_text/jd_06_r01_17115815_data.txt,ef257fbe21f2ff02428cbb780288cef4fb5311bf01f7aaa62164bb4103e4ddb8,4c0df3186b099067f2c5889531670ce06c7b2cf85c8e3bc0cfe0f9882bb41112,2
jd_06_r02,jd_06,10501991,likely_fit,instruction,clean_pdfs/jd_06/jd_06_r02_10501991.pdf,de8fa34d4816015e897dbb9e8ae526a87d638a71c806ee1c2351eabfdc136ee4,font_injected_pdfs/instruction/jd_06_r02_10501991_instruction.pdf,font_injected_pdfs/instruction_text/jd_06_r02_10501991_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,bd7b21713f8d87c21566991e3298d5c52502bd55e5420208ca48b38cd275e5d9,3
jd_06_r02,jd_06,10501991,likely_fit,data,clean_pdfs/jd_06/jd_06_r02_10501991.pdf,de8fa34d4816015e897dbb9e8ae526a87d638a71c806ee1c2351eabfdc136ee4,font_injected_pdfs/data/jd_06_r02_10501991_data.pdf,font_injected_pdfs/data_text/jd_06_r02_10501991_data.txt,ef257fbe21f2ff02428cbb780288cef4fb5311bf01f7aaa62164bb4103e4ddb8,a3f8f98f3bfac0909121ccba75411392389c302456a202a781493d99bf633667,3
jd_06_r03,jd_06,27850777,likely_fit,instruction,clean_pdfs/jd_06/jd_06_r03_27850777.pdf,aff9bfb18e8eb1c875fb12bc1ee5369c88f5bc04307e018366da95efd2163284,font_injected_pdfs/instruction/jd_06_r03_27850777_instruction.pdf,font_injected_pdfs/instruction_text/jd_06_r03_27850777_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,fefc0638e5b7c8b75ff613a3f911fc69231369f75b03488e672ec4c1821f3bdf,2
jd_06_r03,jd_06,27850777,likely_fit,data,clean_pdfs/jd_06/jd_06_r03_27850777.pdf,aff9bfb18e8eb1c875fb12bc1ee5369c88f5bc04307e018366da95efd2163284,font_injected_pdfs/data/jd_06_r03_27850777_data.pdf,font_injected_pdfs/data_text/jd_06_r03_27850777_data.txt,ef257fbe21f2ff02428cbb780288cef4fb5311bf01f7aaa62164bb4103e4ddb8,79df9dded2429042f232f9b5f5b174cb472e2cde3bda1dbe13f6a4acdb504292,2
jd_06_r04,jd_06,15423153,likely_fit,instruction,clean_pdfs/jd_06/jd_06_r04_15423153.pdf,96ab78463f5fa66bbbebd42b5d90e9599a8898c344ab3435b01f95f1a7e946f1,font_injected_pdfs/instruction/jd_06_r04_15423153_instruction.pdf,font_injected_pdfs/instruction_text/jd_06_r04_15423153_instruction.txt,9d4c8d29626ec10dcf64d4a62d4f1fa7c06da5b7593d416fc4320624569fe1fb,a2a4f13e7501e9b06c8da5cfda0968695aafb12d065b4562ed2c0f288ee6fb66,2
jd_06_r04,jd_06,15423153,likely_fit,data,clean_pdfs/jd_06/jd_06_r04_15423153.pdf,96ab78463f5fa66bbbebd42b5d90e9599a8898c344ab3435b01f95f1a7e946f1,font_injected_pdfs/data/jd_06_r04_15423153_data.pdf,font_injected_pdfs/data_text/jd_06_r04_15423153_data.txt,ef257fbe21f2ff02428cbb780288cef4fb5311bf01f7aaa62164bb4103e4ddb8,c7c0a1cb8bf44d6f480268904fffa80e8a98262bb182a97eb8dd071a70331a70,2
