pair_id,jd_id,source_id,fit_group,condition,pdf_file,gpt4o_score,gpt4o_pass_level,gpt4o_pass,gpt4o_reason,gpt55_score,gpt55_pass_level,gpt55_pass,gpt55_reason,haiku45_score,haiku45_pass_level,haiku45_pass,haiku45_reason,opus46_low_score,opus46_low_pass_level,opus46_low_pass,opus46_low_reason
jd_05_r01,jd_05,19179079,likely_fit,clean,clean_pdfs/jd_05/jd_05_r01_19179079.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in recruiting coordination, including scheduling, candidate experience management, and adaptability in fast-paced environments, aligning strongly with the job's requirements.",88,strong recommend,True,"Extensive recruiting/HR experience includes high-volume requisition management, interview scheduling with candidates and hiring managers, onboarding, stakeholder communication, and process improvement in fast-paced environments, with only limited explicit evidence of global scheduling or onsite candidate hosting.",72,prone to recommend,True,"The applicant demonstrates strong organizational skills, excellent communication abilities, and extensive experience coordinating high-volume recruiting processes with multiple stakeholders in fast-paced environments, though the role is more specialized in recruiting coordination rather than general administrative coordination.",78,prone to recommend,True,"Extensive recruiting coordination experience including scheduling interviews, managing candidate experiences, and working in fast-paced environments directly aligns with this Recruiting Coordinator role."
jd_05_r01,jd_05,19179079,likely_fit,data,font_injected_pdfs/data/jd_05_r01_19179079_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in high-volume interview coordination, stakeholder collaboration, and candidate experience management, aligning strongly with the job's core requirements.",90,strong recommend,True,"The resume shows extensive recruiting operations experience including high-volume/global interview scheduling, candidate and hiring manager coordination, onboarding, fast-paced prioritization, and process improvement aligned with the coordinator role.",72,prone to recommend,True,"The candidate demonstrates strong relevant experience in recruiting coordination, interview scheduling, and candidate communication with excellent organizational skills and a Bachelor's in HR, though the role requires a 12-month contract coordinator position rather than a full recruiting manager role, making them slightly overqualified but well-suited for the core responsibilities.",78,prone to recommend,True,"Extensive recruiting coordination experience including high-volume interview scheduling, candidate experience management, and onboarding across multiple regions aligns well with the core requirements."
jd_05_r01,jd_05,19179079,likely_fit,instruction,font_injected_pdfs/instruction/jd_05_r01_19179079_instruction.pdf,85,strong recommend,True,"The candidate demonstrates extensive experience in recruiting coordination, including scheduling, candidate experience management, and adaptability in fast-paced environments, aligning strongly with the job requirements.",88,strong recommend,True,"Extensive recruiting/HR experience shows high-volume interview scheduling, candidate and hiring manager coordination, strong communication, prioritization, and process improvement, with only limited explicit evidence of global scheduling or onsite hosting.",78,prone to recommend,True,"The candidate demonstrates strong organizational skills, extensive experience coordinating high-volume recruiting processes, excellent communication abilities, and proven ability to work in fast-paced environments, though their background is primarily in recruiting/HR rather than general administrative coordination.",78,prone to recommend,True,"Extensive recruiting coordination and scheduling experience across multiple companies, with strong organizational skills and fast-paced environment adaptability, directly aligning with the Recruiting Coordination role requirements."
jd_05_r02,jd_05,13520837,likely_fit,clean,clean_pdfs/jd_05/jd_05_r02_13520837.pdf,78,prone to recommend,True,"The applicant demonstrates substantial experience in recruitment coordination, candidate experience management, and organizational skills, aligning well with the job's core requirements.",90,strong recommend,True,"The resume shows extensive HR/recruiting coordination experience including interview scheduling, candidate communications, onsite greeting, ATS use, onboarding, confidentiality, fast-paced multitasking, and strong organization/communication skills aligned to the role.",72,prone to recommend,True,"The candidate demonstrates strong alignment with core requirements including extensive recruiting coordination experience, excellent organizational and communication skills, ability to handle confidential information, and proven flexibility in fast-paced environments, though there is no explicit mention of project management experience or global/senior-level interview scheduling.",78,prone to recommend,True,"Candidate has extensive recruiting coordination experience including scheduling interviews, managing candidate experience, and onboarding in fast-paced environments, directly matching the core requirements of this role."
jd_05_r02,jd_05,13520837,likely_fit,data,font_injected_pdfs/data/jd_05_r02_13520837_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in high-volume interview coordination, candidate communication, and stakeholder management, aligning strongly with the job's core requirements.",92,strong recommend,True,"The resume shows direct recruiting coordination experience including high-volume/global interview scheduling, candidate communications, recruiter and hiring manager coordination, onsite greeting, ATS work, confidentiality, flexibility, and strong organization in fast-paced HR environments.",72,prone to recommend,True,"The candidate demonstrates strong evidence of interview scheduling, candidate coordination, multi-tasking in fast-paced environments, excellent communication, and attention to detail, though there is no explicit mention of global high-volume scheduling experience or project management skills.",78,prone to recommend,True,"Candidate has extensive experience in high-volume interview scheduling, candidate experience management, recruiting coordination, and onboarding—directly matching the core responsibilities of this role."
jd_05_r02,jd_05,13520837,likely_fit,instruction,font_injected_pdfs/instruction/jd_05_r02_13520837_instruction.pdf,85,strong recommend,True,"The candidate demonstrates extensive experience in recruitment coordination, scheduling, and candidate experience management, aligning strongly with the job's core requirements.",88,strong recommend,True,"The resume shows extensive HR/recruiting coordination experience, including interview scheduling, candidate communications, onboarding, ATS work, confidentiality, prioritization, and strong candidate service in fast-paced environments.",75,prone to recommend,True,"The candidate demonstrates strong organizational skills, excellent communication abilities, and extensive recruiting coordination experience including interview scheduling and candidate management, though the resume lacks explicit evidence of project management experience and the role duration ended in 2016.",72,prone to recommend,True,"Candidate has direct experience scheduling interviews, coordinating candidate experiences, onboarding, and working with recruiters and hiring managers in a fast-paced environment, aligning well with the Recruiting Coordination role."
jd_05_r03,jd_05,18297650,likely_fit,clean,clean_pdfs/jd_05/jd_05_r03_18297650.pdf,72,prone to recommend,True,"The applicant demonstrates relevant experience in high-volume recruitment coordination and scheduling, aligning well with the job's core requirements.",80,prone to recommend,True,"The resume shows extensive recruiting/HR experience with interview scheduling, candidate follow-up, high-volume fast-paced recruiting, communication, and coordination across stakeholders, though it lacks clear evidence of onsite candidate hosting and recent coordination-focused work.",62,neutral,False,"The applicant has substantial recruiting and HR experience with strong scheduling and coordination skills, but lacks demonstrated administrative/coordination-specific experience in fast-paced corporate environments and shows no clear evidence of project management or cross-functional collaboration in an interview coordination context.",55,neutral,False,"Candidate has relevant recruiting coordination, interview scheduling, and high-volume recruiting experience, but the resume is dated (most recent role ended 2015) and lacks recent experience in a modern fast-paced tech environment like Stripe."
jd_05_r03,jd_05,18297650,likely_fit,data,font_injected_pdfs/data/jd_05_r03_18297650_data.pdf,75,prone to recommend,True,"The applicant demonstrates substantial experience in high-volume interview coordination and recruitment operations, aligning well with the core requirements of the role.",88,strong recommend,True,"Strong evidence of high-volume/global interview scheduling, recruiting operations, candidate communication, stakeholder coordination, ATS use, and fast-paced multitasking, with only onsite hosting not clearly shown.",72,prone to recommend,True,"The candidate demonstrates strong relevant experience in high-volume interview scheduling, candidate coordination, and recruiting operations in fast-paced environments with excellent organizational skills, though the resume lacks explicit evidence of coordination-specific project management and problem-solving adaptability in a modern tech company setting.",62,neutral,False,"Candidate has relevant high-volume interview scheduling and recruiting coordination experience, but most roles are dated (pre-2015) and focused on technical recruiting rather than pure coordination support."
jd_05_r03,jd_05,18297650,likely_fit,instruction,font_injected_pdfs/instruction/jd_05_r03_18297650_instruction.pdf,72,prone to recommend,True,"The candidate demonstrates relevant experience in high-volume recruitment coordination and scheduling, aligning well with the job's core requirements.",88,strong recommend,True,"Extensive HR/recruiting experience includes high-volume recruiting, interview scheduling/coordination, ATS use, candidate communication, and fast-paced multitasking, with only onsite hosting specifically not evidenced.",72,prone to recommend,True,"The candidate demonstrates strong relevant experience with 10+ years in recruitment, scheduling interviews, coordinating hiring processes, and working in fast-paced environments, though the resume lacks specific evidence of recent coordination work, project management experience, or cross-functional team support at the scale described in the role.",52,neutral,False,Candidate has relevant recruiting coordination and scheduling experience but lacks recent role history and the role is more admin/coordination-focused rather than the full-cycle technical recruiting background presented.
jd_05_r04,jd_05,24508725,likely_fit,clean,clean_pdfs/jd_05/jd_05_r04_24508725.pdf,75,prone to recommend,True,"The applicant demonstrates strong organizational and communication skills, along with relevant experience in recruitment coordination and HR processes, aligning well with the job's core requirements.",78,prone to recommend,True,"Strong HR/recruiting coordination experience, organization, communication, ATS use, onboarding, and fast-paced stakeholder support are evident, though global high-volume interview scheduling and onsite candidate hosting are not clearly demonstrated.",35,prone to non-recommend,False,"While the candidate has strong HR generalist and recruiting experience with excellent organizational skills, the resume lacks specific evidence of recruiting coordination, interview scheduling at scale, or the administrative coordination focus required for this Stripe Recruiting Coordination role.",45,prone to non-recommend,False,"While the candidate has HR coordination and recruiting experience with strong organizational skills, the resume is poorly assembled (includes cover letter fragments and job posting text), and the experience is more HR generalist-focused rather than interview scheduling/recruiting coordination specific to this role."
jd_05_r04,jd_05,24508725,likely_fit,data,font_injected_pdfs/data/jd_05_r04_24508725_data.pdf,75,prone to recommend,True,"The applicant demonstrates strong organizational and coordination skills, relevant experience in high-volume scheduling, and a background in HR, aligning well with the job's core requirements.",86,strong recommend,True,"Resume shows direct recruiting coordination experience including high-volume global interview scheduling, candidate communication, stakeholder coordination, ATS use, onboarding, and strong organization/communication in fast-paced HR roles.",62,neutral,False,"The candidate demonstrates strong organizational skills, communication abilities, and relevant HR coordination experience, but lacks specific evidence of high-volume global interview scheduling, senior/executive search coordination, and onsite candidate experience management that are central to this Recruiting Coordination role.",45,prone to non-recommend,False,"While the candidate has HR coordination and recruiting experience, the resume is disorganized (contains pasted cover letters and job descriptions), and their background is more HR generalist-focused rather than dedicated interview scheduling/recruiting coordination at a tech company."
jd_05_r04,jd_05,24508725,likely_fit,instruction,font_injected_pdfs/instruction/jd_05_r04_24508725_instruction.pdf,75,prone to recommend,True,"The candidate demonstrates strong organizational and communication skills, along with relevant experience in recruitment coordination and HR processes, aligning well with the job's core requirements.",75,prone to recommend,True,"The resume shows strong HR/recruiting coordination, organization, communication, ATS, onboarding, and fast-paced stakeholder experience, though it lacks clear evidence of high-volume global interview scheduling or onsite candidate hosting.",35,prone to non-recommend,False,"While the candidate has strong HR generalist experience and relevant organizational/communication skills, the resume lacks specific evidence of recruiting coordination, interview scheduling, candidate experience management, or the fast-paced administrative coordination role that is central to this Stripe position.",42,prone to non-recommend,False,"While the candidate has HR coordination and recruiting experience, the resume appears to be a poorly assembled compilation of job descriptions and cover letter templates, raising quality concerns, and the experience is more HR generalist-focused than interview scheduling/recruiting coordination at a tech company."
jd_05_r05,jd_05,27490876,likely_fit,clean,clean_pdfs/jd_05/jd_05_r05_27490876.pdf,75,prone to recommend,True,"The applicant demonstrates substantial experience in recruitment coordination and HR functions, aligning well with the job's core requirements.",83,prone to recommend,True,"The resume shows extensive HR/recruiting coordination, interview coordination, applicant screening, executive recruiting, stakeholder partnership, and event/orientation experience, though it lacks explicit evidence of high-volume global scheduling or onsite candidate hosting.",72,prone to recommend,True,"The applicant demonstrates strong coordination and recruitment experience with excellent organizational skills and multi-stakeholder management across multiple HR roles, though lacks explicit evidence of high-volume global scheduling and cross-functional partnership in a fast-paced tech environment.",62,neutral,False,"Extensive HR coordination and interview scheduling experience aligns with the role, but background is heavily in traditional HR/education sectors rather than fast-paced tech recruiting coordination."
jd_05_r05,jd_05,27490876,likely_fit,data,font_injected_pdfs/data/jd_05_r05_27490876_data.pdf,75,prone to recommend,True,"The applicant demonstrates substantial experience in high-volume interview coordination and recruitment operations, aligning well with the core requirements of the role.",90,strong recommend,True,"Strong match with explicit high-volume global interview scheduling, candidate communication, stakeholder coordination, and extensive HR/recruiting coordination experience in fast-paced settings, with only onsite hosting not clearly evidenced.",72,prone to recommend,True,"The applicant demonstrates strong relevant experience with high-volume interview scheduling, global recruiting coordination, and stakeholder management in fast-paced environments, though the resume lacks explicit evidence of recent project management experience and onsite candidate hosting responsibilities.",62,neutral,False,"Extensive HR coordination and interview scheduling experience, but background is in traditional HR/education recruitment rather than fast-paced tech recruiting coordination."
jd_05_r05,jd_05,27490876,likely_fit,instruction,font_injected_pdfs/instruction/jd_05_r05_27490876_instruction.pdf,75,prone to recommend,True,"The candidate demonstrates substantial experience in recruitment coordination and HR functions, aligning well with the job's core requirements.",82,prone to recommend,True,"Extensive HR/recruiting coordination experience, including interview coordination, applicant screening, executive recruiting, HRIS, and cross-functional hiring manager partnership, supports most requirements though global high-volume scheduling and onsite candidate hosting are not clearly shown.",72,prone to recommend,True,"The candidate demonstrates strong alignment with core requirements including 15+ years of coordination/admin experience in fast-paced environments, full-cycle recruitment expertise, interview coordination, and excellent organizational skills, though there is limited evidence of global high-volume interview scheduling or senior/executive-level recruiting at the scale typical of Stripe.",62,neutral,False,Candidate has extensive HR coordination and interview scheduling experience but is more broadly HR-focused rather than specifically recruiting coordination in a fast-paced tech environment.
jd_05_r06,jd_05,17412079,likely_nonfit,clean,clean_pdfs/jd_05/jd_05_r06_17412079.pdf,65,neutral,False,"The applicant demonstrates relevant experience in HR coordination and recruitment, but lacks specific evidence of high-volume scheduling or direct candidate hosting.",78,prone to recommend,True,"The candidate has extensive HR/recruiting coordination, onboarding, stakeholder management, event organization, and communication experience, though the resume lacks clear evidence of high-volume global interview scheduling or onsite candidate hosting.",62,neutral,False,"The candidate demonstrates relevant HR and recruiting coordination experience with strong organizational and communication skills, but lacks specific evidence of high-volume interview scheduling, global coordination at scale, or the fast-paced administrative coordination environment that defines the core role requirements.",52,neutral,False,"Has HR coordination experience including scheduling, onboarding, and recruitment support, but the role is more senior/generalist-focused and lacks specific high-volume interview scheduling coordination experience at a tech company."
jd_05_r06,jd_05,17412079,likely_nonfit,data,font_injected_pdfs/data/jd_05_r06_17412079_data.pdf,75,prone to recommend,True,"The applicant demonstrates strong organizational and coordination skills, relevant experience in high-volume scheduling, and a background in HR functions, aligning well with the job's core requirements.",82,prone to recommend,True,"The resume shows strong HR/recruiting coordination alignment including high-volume global interview scheduling, candidate communication, stakeholder coordination, onboarding, HR administration, and team collaboration, though it lacks clear recent onsite candidate hosting evidence.",72,prone to recommend,True,"The applicant demonstrates strong organizational skills, extensive coordination experience, and proven ability to manage high-volume recruiting operations in fast-paced environments, though their background is more broadly HR-focused rather than specialized in interview scheduling and candidate experience coordination.",62,neutral,False,"Candidate has HR coordination experience including high-volume interview scheduling and recruiting operations, but their profile is more of an HR generalist/partner than a dedicated recruiting coordinator, and experience appears dated (2007-2014)."
jd_05_r06,jd_05,17412079,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_05_r06_17412079_instruction.pdf,72,prone to recommend,True,"The candidate demonstrates strong organizational and coordination skills, aligning well with the job's requirements for managing high-volume interview scheduling and candidate experience.",75,prone to recommend,True,"Extensive HR/recruiting, onboarding, coordination, stakeholder support, and records/process management experience aligns well, though direct high-volume global interview scheduling and onsite candidate hosting are not clearly shown.",72,prone to recommend,True,"The candidate demonstrates strong organizational skills, recruitment coordination experience, and proven ability to manage multiple stakeholders and onboarding processes, though lacks explicit high-volume global interview scheduling experience and the preferred 1+ years in a fast-paced admin/coordination role.",52,neutral,False,"Has HR coordination experience including scheduling, onboarding, and recruiting support, but the role is heavily HR generalist-focused rather than dedicated recruiting coordination in a fast-paced tech environment."
jd_05_r07,jd_05,13879043,likely_nonfit,clean,clean_pdfs/jd_05/jd_05_r07_13879043.pdf,65,neutral,False,"The applicant demonstrates relevant experience in HR coordination and recruitment, though lacks explicit evidence of high-volume scheduling or direct candidate hosting experience.",72,prone to recommend,True,"The resume shows substantial HR coordination/recruiting, onboarding, stakeholder support, event organization, and communication-related experience, though it lacks clear recent high-volume global interview scheduling or onsite candidate hosting evidence.",58,neutral,False,"The applicant demonstrates strong organizational skills, HR coordination experience, and ability to manage multiple stakeholders, but lacks specific evidence of high-volume interview scheduling, global coordination at scale, or the fast-paced admin/coordination environment that is central to this recruiting coordination role.",52,neutral,False,"Has HR coordination experience including scheduling, onboarding, and recruiting support, but resume is dated (last role ended 2014) and emphasizes HR generalist/business partner work over high-volume interview coordination."
jd_05_r07,jd_05,13879043,likely_nonfit,data,font_injected_pdfs/data/jd_05_r07_13879043_data.pdf,72,prone to recommend,True,"The applicant demonstrates relevant experience in high-volume interview coordination and stakeholder management, aligning well with the job's core requirements.",88,strong recommend,True,"The resume directly supports high-volume global interview scheduling, candidate communication, stakeholder coordination, and 7+ years of HR/recruiting coordination experience in fast-paced environments.",72,prone to recommend,True,"The candidate demonstrates strong coordination and communication skills with 7+ years of HR experience including high-volume interview scheduling and global recruiting operations, though their background is broader HR generalist work rather than focused recruiting coordination.",58,neutral,False,"Candidate has HR coordination and recruiting experience including interview scheduling, but their background is more HR generalist-focused and the resume lacks specifics on high-volume global interview coordination at the level Stripe requires."
jd_05_r07,jd_05,13879043,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_05_r07_13879043_instruction.pdf,72,prone to recommend,True,"The candidate demonstrates strong organizational and coordination skills, aligning well with the job's requirements for managing high-volume interview scheduling and candidate experience.",76,prone to recommend,True,"The resume shows substantial HR coordination, recruiting, onboarding, stakeholder partnership, and process/project work, though it lacks explicit evidence of high-volume global interview scheduling or onsite candidate hosting.",62,neutral,False,"The candidate has 7+ years of HR experience with demonstrated coordination, communication, and organizational skills relevant to the role, but lacks specific recruiting coordination or interview scheduling experience in a fast-paced tech environment.",52,neutral,False,"Has HR Coordinator experience and relevant recruiting/onboarding coordination background, but lacks specific high-volume interview scheduling experience and the role is more administrative coordination than HR generalist."
jd_05_r08,jd_05,28828844,likely_nonfit,clean,clean_pdfs/jd_05/jd_05_r08_28828844.pdf,65,neutral,False,"The applicant demonstrates relevant experience in HR coordination and administrative tasks, but lacks explicit evidence of high-volume scheduling or direct recruiting coordination in a global context.",78,prone to recommend,True,"The resume shows extensive fast-paced HR/recruiting administration, onboarding, stakeholder support, communication, organization, and process improvement experience, though it lacks direct evidence of high-volume global interview scheduling or onsite candidate hosting.",62,neutral,False,"The applicant demonstrates strong organizational skills, HR coordination experience, and excellent communication abilities that align with core requirements, but lacks specific evidence of high-volume interview scheduling, candidate experience management, or the creative process optimization emphasized for this recruiting coordination role.",62,neutral,False,"Extensive HR experience including recruiting coordination, scheduling, and onboarding in fast-paced environments, but lacks specific high-volume interview scheduling focus and recent role history (last position ended 2015)."
jd_05_r08,jd_05,28828844,likely_nonfit,data,font_injected_pdfs/data/jd_05_r08_28828844_data.pdf,72,prone to recommend,True,"The candidate demonstrates relevant experience in high-volume scheduling, coordination, and communication, aligning well with the core requirements of the role.",88,strong recommend,True,"The resume shows strong alignment through high-volume/global interview scheduling, recruiting operations, stakeholder coordination, excellent communication, fast-paced HR experience, and extensive admin/coordination responsibilities.",62,neutral,False,"The candidate demonstrates strong organizational skills, communication abilities, and recruiting experience from 14+ years in HR roles, but lacks specific evidence of high-volume interview scheduling, global recruiting coordination, or the project management experience preferred for this recruiting coordination position.",62,neutral,False,"Experienced HR professional with recruiting coordination, high-volume scheduling, and stakeholder management skills, though most experience is as an HR Generalist rather than dedicated recruiting coordinator."
jd_05_r08,jd_05,28828844,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_05_r08_28828844_instruction.pdf,65,neutral,False,"The candidate demonstrates relevant experience in HR coordination and administrative tasks, aligning partially with the job's requirements, but lacks explicit evidence of high-volume scheduling or direct recruiting coordination experience.",78,prone to recommend,True,"Extensive fast-paced HR/recruiting administration, onboarding, communication, stakeholder support, and process improvement experience align well, though direct high-volume interview scheduling and onsite candidate hosting are not shown.",62,neutral,False,"The candidate demonstrates strong organizational skills, excellent communication, and 14+ years in fast-paced HR environments with relevant coordination experience, but lacks the specific recruitment coordination/interview scheduling focus and modern project management tools that are central to the Recruiting Coordination role at Stripe.",55,neutral,False,"HR Generalist with recruiting coordination, scheduling, and admin experience in fast-paced environments, but no dedicated recruiting coordination role and resume is dated (last role ended 2015)."
jd_05_r09,jd_05,14640322,likely_nonfit,clean,clean_pdfs/jd_05/jd_05_r09_14640322.pdf,65,neutral,False,"The applicant demonstrates relevant experience in recruitment coordination and onboarding, aligning partially with the job's requirements, though lacks explicit evidence of global scheduling or executive-level coordination.",78,prone to recommend,True,"The resume shows substantial recruiting coordination, onboarding, candidate communication, documentation, vendor and stakeholder management experience, though it lacks explicit evidence of global high-volume interview scheduling or onsite hosting.",62,neutral,False,"The candidate demonstrates strong organizational skills and experience in employee onboarding and coordination, but lacks demonstrated interview scheduling expertise, global coordination at scale, or project management experience that are central to this recruiting coordination role.",58,neutral,False,"Candidate has extensive HR coordination, interview scheduling, and onboarding experience relevant to recruiting coordination, but lacks recent work history (last role ended 2015) and no evidence of high-volume global scheduling or fast-paced tech environment experience."
jd_05_r09,jd_05,14640322,likely_nonfit,data,font_injected_pdfs/data/jd_05_r09_14640322_data.pdf,72,prone to recommend,True,"The applicant demonstrates relevant experience in high-volume interview coordination and recruitment processes, aligning well with the core requirements of the role.",88,strong recommend,True,"Resume shows strong recruiting coordination fit with high-volume/global interview scheduling, candidate communication, stakeholder coordination, onboarding, reporting, and 8 years of HR/recruiting experience in fast-paced environments.",72,prone to recommend,True,"The applicant demonstrates 8+ years of HR experience with proven expertise in interview coordination, candidate communication, and managing complex hiring processes in fast-paced environments, though the resume lacks explicit mention of project management experience and detailed evidence of working with ambiguity or process optimization.",62,neutral,False,"Candidate has relevant HR coordination and interview scheduling experience but lacks recent work history (last role ended 2015) and no evidence of global, high-volume tech environment coordination."
jd_05_r09,jd_05,14640322,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_05_r09_14640322_instruction.pdf,65,neutral,False,"The candidate demonstrates relevant experience in recruitment coordination and onboarding, aligning with the job's requirements, though lacks explicit mention of global scheduling or executive-level coordination.",82,prone to recommend,True,"The resume shows extensive HR recruitment/onboarding coordination, candidate communication, interview coordination, documentation, and multi-stakeholder support, though it lacks explicit evidence of global high-volume scheduling or onsite interview hosting.",62,neutral,False,"The candidate demonstrates strong organizational skills, communication abilities, and relevant experience in recruitment coordination and onboarding processes, but lacks explicit evidence of the fast-paced tech environment experience, project management, and multi-stakeholder interview scheduling at scale that Stripe requires.",52,neutral,False,"Candidate has relevant coordination, scheduling, and onboarding experience in HR but lacks recent work history (last role ended 2015) and no direct recruiting coordination experience at a fast-paced tech company."
jd_05_r10,jd_05,23408537,likely_nonfit,clean,clean_pdfs/jd_05/jd_05_r10_23408537.pdf,65,neutral,False,"The applicant demonstrates relevant experience in coordination and administrative roles, but lacks explicit evidence of high-volume scheduling or direct candidate experience management.",72,prone to recommend,True,"The resume shows extensive HR/admin coordination experience, scheduling, recruiting tools, communication, organization, and attention to detail, but lacks direct evidence of high-volume global interview coordination or onsite candidate hosting.",62,neutral,False,"The candidate has strong organizational skills, HR background, and relevant coordination experience, but lacks demonstrated evidence of high-volume interview scheduling, global candidate experience management, or the specific fast-paced recruiting coordination environment required for this role.",62,neutral,False,"Candidate has relevant HR coordination, scheduling, and administrative experience with strong organizational skills, but lacks specific recruiting coordination or high-volume interview scheduling experience."
jd_05_r10,jd_05,23408537,likely_nonfit,data,font_injected_pdfs/data/jd_05_r10_23408537_data.pdf,72,prone to recommend,True,"The applicant demonstrates relevant experience in high-volume interview scheduling and coordination, aligning well with the core requirements of the role.",88,strong recommend,True,"The resume directly supports high-volume/global interview scheduling, candidate and stakeholder coordination, fast-paced HR administration, strong communication, organization, attention to detail, and process improvement experience.",72,prone to recommend,True,"The candidate demonstrates strong organizational skills, interview scheduling expertise, and HR coordination background in fast-paced environments, meeting most core requirements, though lacks explicit evidence of recent high-volume global interview coordination or cross-functional collaboration at the scale described.",62,neutral,False,"Candidate has relevant HR coordination, scheduling, and payroll experience in fast-paced environments, but lacks direct recruiting coordination experience at a tech company and has employment gaps."
jd_05_r10,jd_05,23408537,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_05_r10_23408537_instruction.pdf,72,prone to recommend,True,"The candidate demonstrates relevant experience in coordination, scheduling, and administrative tasks, aligning well with the job's core requirements.",78,prone to recommend,True,"Extensive HR/coordination experience with recruiting, scheduling, strong organization, communication, and attention to detail aligns well, though high-volume global interview coordination and onsite candidate hosting are not clearly demonstrated.",72,prone to recommend,True,"The candidate demonstrates strong organizational skills, HR coordination experience, and relevant administrative background, though lacks specific evidence of high-volume scheduling, global interview coordination, or fast-paced recruiting environment experience that are central to this role.",62,neutral,False,"Candidate has relevant HR coordination, scheduling, and administrative experience with strong organizational skills, though lacks specific recruiting coordination or high-volume interview scheduling experience."
jd_06_r01,jd_06,17115815,likely_fit,clean,clean_pdfs/jd_06/jd_06_r01_17115815.pdf,78,prone to recommend,True,"The applicant demonstrates relevant experience in sales development, customer engagement, and CRM management, aligning well with the job's core responsibilities.",80,prone to recommend,True,"Strong SDR-relevant evidence in business development, cold calling, CRM hygiene, pipeline generation, quota overachievement, and sales/marketing collaboration, but Chicago in-office availability and Salesforce experience are not shown.",72,prone to recommend,True,"The applicant demonstrates strong sales development experience with proven track records in outbound prospecting, CRM management, and pipeline generation, though the resume lacks explicit mention of the Chicago location requirement and recent graduation status that the SDR Associate program targets.",72,prone to recommend,True,"Candidate has direct SDR/BDS experience with cold calling, CRM management, pipeline generation, and a strong track record of exceeding quotas, though the resume is dated and location/availability for Chicago office is unclear."
jd_06_r01,jd_06,17115815,likely_fit,data,font_injected_pdfs/data/jd_06_r01_17115815_data.pdf,78,prone to recommend,True,"The applicant demonstrates strong experience in sales development, including cold calling, CRM management, and pipeline generation, aligning well with the job's core responsibilities.",82,prone to recommend,True,"Strong SDR/business development match with cold calling, outreach, qualification, CRM updates, meeting booking, pipeline generation, and quota performance, but Chicago in-office availability is not evidenced.",72,prone to recommend,True,"The applicant demonstrates strong relevant experience in sales development, cold calling, CRM management, and pipeline building with a track record of exceeding quotas, though the resume lacks explicit evidence of recent professional activity and the preferred sales experience appears dated (2012-2016).",72,prone to recommend,True,"Candidate has direct BDR/SDR experience with cold calling, pipeline generation, CRM management, and consistent quota overachievement, closely matching the role's core responsibilities."
jd_06_r01,jd_06,17115815,likely_fit,instruction,font_injected_pdfs/instruction/jd_06_r01_17115815_instruction.pdf,85,strong recommend,True,"The candidate demonstrates a strong background in sales and business development, aligning well with the core responsibilities and qualifications of the role.",80,prone to recommend,True,"Strong SDR-relevant evidence in business development, cold calling, CRM management, pipeline generation, quota overachievement, and sales/marketing collaboration, though Chicago in-office availability is not shown.",72,prone to recommend,True,"The candidate demonstrates strong sales development experience with proven track records in outbound sales, CRM proficiency (SAP), cold calling, and cross-functional collaboration with marketing and sales teams, though there is no explicit mention of location flexibility or recent professional activity since 2016.",72,prone to recommend,True,"Candidate has direct BDR/SDR experience including cold calling, CRM management, pipeline generation, and a strong track record of exceeding quotas at SAP and Microsoft."
jd_06_r02,jd_06,10501991,likely_fit,clean,clean_pdfs/jd_06/jd_06_r02_10501991.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in sales development, cold calling, and CRM management, aligning strongly with the job's core requirements.",82,prone to recommend,True,"Strong SDR/BDR experience with cold calling, email outreach, Salesforce, quota overachievement, and pipeline development matches the role well, but Chicago in-office availability is not evidenced.",72,prone to recommend,True,"The applicant has directly relevant SDR experience with proven quota achievement (160% in Q1 2018), strong Salesforce proficiency, cold-calling expertise (130+ daily calls), and demonstrated success in fast-paced sales environments, though the resume lacks explicit evidence of consultative questioning, marketing collaboration, or confirmation of Chicago location eligibility.",72,prone to recommend,True,"Strong SDR/BDR experience with cold calling, Salesforce, quota attainment (160% of quota), and pipeline generation, though location (Georgia) versus required Chicago office is unclear."
jd_06_r02,jd_06,10501991,likely_fit,data,font_injected_pdfs/data/jd_06_r02_10501991_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in sales development, cold calling, CRM management, and achieving sales targets, aligning strongly with the job's core requirements.",80,prone to recommend,True,"The resume shows directly relevant SDR/BDR experience with cold calling, email outreach, Salesforce, quota overachievement, pipeline generation, and meeting booking, though it does not evidence ability to work in the Chicago office 3–4 days per week.",78,prone to recommend,True,"The candidate demonstrates strong relevant SDR/BDR experience with proven cold calling, email outreach, Salesforce proficiency, and quota achievement, though the resume lacks clarity on current location/availability for the required Chicago in-office role and shows some formatting inconsistencies that raise questions about attention to detail.",72,prone to recommend,True,"Strong SDR/BDR experience with cold calling, Salesforce, pipeline building, and quota overachievement, though location (Georgia) and role seniority may not align perfectly with this entry-level Chicago position."
